year,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,gender,pct_admitted,pct_matriculated
2017,114415,2,119.0,67.0,45.0,1.0,46.0,Female,0.5630252100840336,0.6865671641791045
2017,114415,99,127.0,72.0,48.0,1.0,49.0,Total,0.5669291338582677,0.6805555555555556
2017,114433,1,,,,,,Male,,
2017,114433,2,,,,,,Female,,
2017,114433,99,,,,,,Total,,
2017,114460,1,,,,,,Male,,
2017,114460,2,,,,,,Female,,
2017,114460,99,,,,,,Total,,
2017,114549,1,,,,,,Male,,
2017,114549,2,,,,,,Female,,
2017,114549,99,,,,,,Total,,
2017,114585,1,,,,,,Male,,
2017,114585,2,,,,,,Female,,
