year,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total,gender,pct_admitted,pct_matriculated
2017,198756,99,6657.0,2536.0,331.0,8.0,339.0,Total,0.38095238095238093,0.13367507886435331
2017,198774,1,,,,,,Male,,
2017,198774,2,,,,,,Female,,
2017,198774,99,,,,,,Total,,
2017,198808,1,451.0,318.0,83.0,0.0,83.0,Male,0.70509977827051,0.2610062893081761
2017,198808,2,739.0,524.0,121.0,0.0,121.0,Female,0.7090663058186739,0.23091603053435114
2017,198808,99,1190.0,842.0,204.0,0.0,204.0,Total,0.7075630252100841,0.24228028503562946
2017,198817,1,,,,,,Male,,
2017,198817,2,,,,,,Female,,
2017,198817,99,,,,,,Total,,
2017,198835,1,1985.0,1403.0,177.0,3.0,180.0,Male,0.7068010075566751,0.12829650748396293
2017,198835,2,3371.0,2555.0,207.0,21.0,228.0,Female,0.7579353307623851,0.08923679060665363
2017,198835,99,5356.0,3958.0,384.0,24.0,408.0,Total,0.7389843166542196,0.10308236483072258
2017,198844,1,,,,,,Male,,
2017,198844,2,,,,,,Female,,
2017,198844,99,,,,,,Total,,
2017,198862,1,3062.0,1105.0,177.0,1.0,178.0,Male,0.36087524493794904,0.16108597285067874
2017,198862,2,4233.0,1612.0,188.0,0.0,188.0,Female,0.3808173871958422,0.11662531017369727
2017,198862,99,7295.0,2717.0,365.0,1.0,366.0,Total,0.372446881425634,0.1347073978652926
2017,198871,1,677.0,519.0,226.0,12.0,238.0,Male,0.7666174298375185,0.45857418111753373
2017,198871,2,362.0,323.0,120.0,3.0,123.0,Female,0.8922651933701657,0.38080495356037153
2017,198871,99,1039.0,842.0,346.0,15.0,361.0,Total,0.8103946102021174,0.42874109263657956
2017,198899,1,982.0,544.0,173.0,0.0,173.0,Male,0.5539714867617108,0.3180147058823529
2017,198899,2,1275.0,770.0,180.0,0.0,180.0,Female,0.6039215686274509,0.23376623376623376
2017,198899,99,2257.0,1314.0,353.0,0.0,353.0,Total,0.5821887461231724,0.2686453576864536
2017,198905,1,,,,,,Male,,
2017,198905,2,,,,,,Female,,
2017,198905,99,,,,,,Total,,
2017,198914,1,,,,,,Male,,
2017,198914,2,,,,,,Female,,
2017,198914,99,,,,,,Total,,
2017,198923,1,,,,,,Male,,
2017,198923,2,,,,,,Female,,
2017,198923,99,,,,,,Total,,
2017,198941,1,,,,,,Male,,
2017,198941,2,,,,,,Female,,
2017,198941,99,,,,,,Total,,
2017,198950,1,0.0,,,,,Male,,
2017,198950,2,1737.0,1197.0,394.0,1.0,395.0,Female,0.689119170984456,0.32999164578111945
2017,198950,99,1737.0,1197.0,394.0,1.0,395.0,Total,0.689119170984456,0.32999164578111945
2017,198969,1,2366.0,1268.0,226.0,8.0,234.0,Male,0.5359256128486898,0.18454258675078863
2017,198969,2,1396.0,884.0,175.0,3.0,178.0,Female,0.6332378223495702,0.20135746606334842
2017,198969,99,3762.0,2152.0,401.0,11.0,412.0,Total,0.5720361509835195,0.19144981412639406
2017,198978,1,,,,,,Male,,
2017,198978,2,,,,,,Female,,
2017,198978,99,,,,,,Total,,
2017,198987,1,,,,,,Male,,
2017,198987,2,,,,,,Female,,
2017,198987,99,,,,,,Total,,
2017,199005,1,,,,,,Male,,
2017,199005,2,,,,,,Female,,
2017,199005,99,,,,,,Total,,
2017,199023,1,,,,,,Male,,
2017,199023,2,,,,,,Female,,
2017,199023,99,,,,,,Total,,
2017,199032,1,420.0,282.0,111.0,0.0,111.0,Male,0.6714285714285714,0.39361702127659576
2017,199032,2,522.0,333.0,63.0,2.0,65.0,Female,0.6379310344827587,0.19519519519519518
2017,199032,99,944.0,615.0,174.0,2.0,176.0,Total,0.6514830508474576,0.2861788617886179
2017,199069,1,1092.0,585.0,129.0,29.0,158.0,Male,0.5357142857142857,0.27008547008547007
2017,199069,2,1975.0,921.0,147.0,32.0,179.0,Female,0.46632911392405063,0.19435396308360478
2017,199069,99,3067.0,1506.0,276.0,61.0,337.0,Total,0.49103358330616237,0.22377158034528552
2017,199078,1,,,,,,Male,,
2017,199078,2,,,,,,Female,,
2017,199078,99,,,,,,Total,,
2017,199087,1,,,,,,Male,,
2017,199087,2,,,,,,Female,,
2017,199087,99,,,,,,Total,,
2017,199102,1,4236.0,2558.0,934.0,11.0,945.0,Male,0.6038715769593956,0.36942924159499607
2017,199102,2,6425.0,4076.0,1351.0,13.0,1364.0,Female,0.6343968871595331,0.33464180569185475
2017,199102,99,10661.0,6634.0,2285.0,24.0,2309.0,Total,0.6222680799174561,0.3480554718118782
2017,199111,1,1244.0,945.0,253.0,1.0,254.0,Male,0.7596463022508039,0.2687830687830688
2017,199111,2,2193.0,1818.0,394.0,0.0,394.0,Female,0.8290013679890561,0.21672167216721672
2017,199111,99,3437.0,2763.0,647.0,1.0,648.0,Total,0.8038987489089322,0.23452768729641693
2017,199120,1,16449.0,3905.0,1695.0,0.0,1695.0,Male,0.23740044987537237,0.43405889884763127
2017,199120,2,23201.0,5768.0,2660.0,1.0,2661.0,Female,0.2486099737080298,0.4613384188626907
2017,199120,99,39650.0,9673.0,4355.0,1.0,4356.0,Total,0.2439596469104666,0.45032564871291225
2017,199139,1,7597.0,5138.0,1837.0,12.0,1849.0,Male,0.6763195998420429,0.3598676527831841
2017,199139,2,9099.0,5854.0,1518.0,6.0,1524.0,Female,0.6433674030113199,0.2603348138025282
2017,199139,99,16696.0,10992.0,3355.0,18.0,3373.0,Total,0.6583612841399138,0.30685953420669576
2017,199148,1,2719.0,2124.0,938.0,7.0,945.0,Male,0.7811695476278043,0.4449152542372881
2017,199148,2,5782.0,4510.0,1830.0,16.0,1846.0,Female,0.7800069180214458,0.40931263858093125
2017,199148,99,8501.0,6634.0,2768.0,23.0,2791.0,Total,0.7803787789671803,0.42071148628278565
2017,199157,1,2181.0,1701.0,397.0,4.0,401.0,Male,0.7799174690508941,0.23574368018812464
2017,199157,2,4490.0,3823.0,867.0,7.0,874.0,Female,0.8514476614699332,0.2286162699450693
2017,199157,99,6671.0,5524.0,1264.0,11.0,1275.0,Total,0.8280617598560935,0.23081100651701666
2017,199175,1,,,,,,Male,,
2017,199175,2,,,,,,Female,,
2017,199175,99,,,,,,Total,,
2017,199184,1,351.0,120.0,67.0,0.0,67.0,Male,0.3418803418803419,0.5583333333333333
2017,199184,2,605.0,192.0,106.0,0.0,106.0,Female,0.31735537190082647,0.5520833333333334
2017,199184,99,956.0,312.0,173.0,0.0,173.0,Total,0.3263598326359833,0.5544871794871795
2017,199193,1,13724.0,6717.0,2531.0,4.0,2535.0,Male,0.48943456718157974,0.3774006252791425
2017,199193,2,13256.0,7139.0,2257.0,5.0,2262.0,Female,0.5385485817742909,0.31685109959378066
2017,199193,99,26980.0,13856.0,4788.0,9.0,4797.0,Total,0.5135656041512231,0.3462038106235566
2017,199209,1,2151.0,1010.0,206.0,11.0,217.0,Male,0.4695490469549047,0.21485148514851485
2017,199209,2,917.0,615.0,123.0,15.0,138.0,Female,0.6706652126499455,0.22439024390243903
2017,199209,99,3068.0,1625.0,329.0,26.0,355.0,Total,0.5296610169491526,0.21846153846153846
2017,199218,1,4118.0,2719.0,766.0,3.0,769.0,Male,0.6602719766877125,0.2828245678558293
2017,199218,2,7559.0,5048.0,1371.0,5.0,1376.0,Female,0.6678132028046038,0.27258320126782887
2017,199218,99,11677.0,7767.0,2137.0,8.0,2145.0,Total,0.6651537209899803,0.276168404789494
2017,199263,1,,,,,,Male,,
2017,199263,2,,,,,,Female,,
2017,199263,99,,,,,,Total,,
2017,199272,1,643.0,400.0,115.0,0.0,115.0,Male,0.6220839813374806,0.2875
2017,199272,2,926.0,527.0,88.0,0.0,88.0,Female,0.5691144708423326,0.16698292220113853
2017,199272,99,1569.0,927.0,203.0,0.0,203.0,Total,0.5908221797323135,0.21898597626752966
2017,199281,1,1877.0,1474.0,451.0,3.0,454.0,Male,0.7852956846030901,0.30800542740841247
2017,199281,2,2681.0,2206.0,571.0,8.0,579.0,Female,0.8228273032450578,0.26246600181323665
2017,199281,99,4558.0,3680.0,1022.0,11.0,1033.0,Total,0.8073716542343133,0.2807065217391304
2017,199306,1,878.0,556.0,149.0,0.0,149.0,Male,0.6332574031890661,0.26798561151079137
2017,199306,2,982.0,672.0,128.0,0.0,128.0,Female,0.6843177189409368,0.19047619047619047
2017,199306,99,1860.0,1228.0,277.0,0.0,277.0,Total,0.6602150537634408,0.2255700325732899
2017,199324,1,,,,,,Male,,
2017,199324,2,,,,,,Female,,
2017,199324,99,,,,,,Total,,
2017,199333,1,,,,,,Male,,
2017,199333,2,,,,,,Female,,
2017,199333,99,,,,,,Total,,
2017,199412,1,655.0,500.0,144.0,2.0,146.0,Male,0.7633587786259542,0.292
2017,199412,2,1500.0,1206.0,239.0,1.0,240.0,Female,0.804,0.19900497512437812
2017,199412,99,2155.0,1706.0,383.0,3.0,386.0,Total,0.7916473317865429,0.22626025791324736
2017,199421,1,,,,,,Male,,
2017,199421,2,,,,,,Female,,
2017,199421,99,,,,,,Total,,
2017,199449,1,,,,,,Male,,
2017,199449,2,,,,,,Female,,
2017,199449,99,,,,,,Total,,
2017,199458,1,87.0,50.0,26.0,2.0,28.0,Male,0.5747126436781609,0.56
2017,199458,2,102.0,51.0,26.0,0.0,26.0,Female,0.5,0.5098039215686274
2017,199458,99,189.0,101.0,52.0,2.0,54.0,Total,0.5343915343915344,0.5346534653465347
2017,199467,1,,,,,,Male,,
2017,199467,2,,,,,,Female,,
2017,199467,99,,,,,,Total,,
2017,199476,1,,,,,,Male,,
2017,199476,2,,,,,,Female,,
2017,199476,99,,,,,,Total,,
2017,199485,1,,,,,,Male,,
2017,199485,2,,,,,,Female,,
2017,199485,99,,,,,,Total,,
2017,199494,1,,,,,,Male,,
2017,199494,2,,,,,,Female,,
2017,199494,99,,,,,,Total,,
2017,199582,1,1557.0,1165.0,187.0,,187.0,Male,0.7482337829158638,0.16051502145922747
2017,199582,2,2127.0,1642.0,145.0,,145.0,Female,0.7719793135872121,0.08830694275274056
2017,199582,99,3688.0,2807.0,332.0,,332.0,Total,0.761117136659436,0.11827573922337015
2017,199607,1,0.0,,,,,Male,,
2017,199607,2,1045.0,594.0,160.0,3.0,163.0,Female,0.5684210526315789,0.27441077441077444
2017,199607,99,1045.0,594.0,160.0,3.0,163.0,Total,0.5684210526315789,0.27441077441077444
2017,199625,1,,,,,,Male,,
2017,199625,2,,,,,,Female,,
2017,199625,99,,,,,,Total,,
2017,199634,1,,,,,,Male,,
2017,199634,2,,,,,,Female,,
2017,199634,99,,,,,,Total,,
2017,199643,1,4483.0,2174.0,200.0,2.0,202.0,Male,0.48494311844746824,0.09291628334866606
2017,199643,2,7577.0,4201.0,289.0,2.0,291.0,Female,0.554441071664247,0.06926922161390145
2017,199643,99,12060.0,6375.0,489.0,4.0,493.0,Total,0.5286069651741293,0.07733333333333334
2017,199670,1,,,,,,Male,,
2017,199670,2,,,,,,Female,,
2017,199670,99,,,,,,Total,,
2017,199689,1,,,,,,Male,,
2017,199689,2,,,,,,Female,,
2017,199689,99,,,,,,Total,,
2017,199698,1,655.0,280.0,136.0,0.0,136.0,Male,0.42748091603053434,0.4857142857142857
2017,199698,2,451.0,176.0,52.0,2.0,54.0,Female,0.3902439024390244,0.3068181818181818
2017,199698,99,1106.0,456.0,188.0,2.0,190.0,Total,0.41229656419529837,0.4166666666666667
2017,199722,1,,,,,,Male,,
2017,199722,2,,,,,,Female,,
2017,199722,99,,,,,,Total,,
2017,199731,1,,,,,,Male,,
2017,199731,2,,,,,,Female,,
2017,199731,99,,,,,,Total,,
2017,199740,1,,,,,,Male,,
2017,199740,2,,,,,,Female,,
2017,199740,99,,,,,,Total,,
2017,199759,1,75.0,71.0,52.0,10.0,62.0,Male,0.9466666666666667,0.8732394366197183
2017,199759,2,30.0,29.0,17.0,3.0,20.0,Female,0.9666666666666667,0.6896551724137931
2017,199759,99,105.0,100.0,69.0,13.0,82.0,Total,0.9523809523809523,0.82
2017,199768,1,,,,,,Male,,
2017,199768,2,,,,,,Female,,
2017,199768,99,,,,,,Total,,
2017,199786,1,,,,,,Male,,
2017,199786,2,,,,,,Female,,
2017,199786,99,,,,,,Total,,
