year,fips,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total
2017,28,175430,99,207.0,206.0,126.0,1.0,127.0
2017,28,175494,1,,,,,
2017,28,175494,2,,,,,
2017,28,175494,99,,,,,
2017,28,175519,1,,,,,
2017,28,175519,2,,,,,
2017,28,175519,99,,,,,
2017,28,175528,1,,,,,
2017,28,175528,2,,,,,
2017,28,175528,99,,,,,
2017,28,175573,1,,,,,
2017,28,175573,2,,,,,
2017,28,175573,99,,,,,
2017,28,175607,1,,,,,
2017,28,175607,2,,,,,
2017,28,175607,99,,,,,
2017,28,175616,1,390.0,330.0,154.0,2.0,156.0
2017,28,175616,2,489.0,434.0,164.0,0.0,164.0
2017,28,175616,99,879.0,764.0,318.0,2.0,320.0
2017,28,175643,1,,,,,
2017,28,175643,2,,,,,
2017,28,175643,99,,,,,
2017,28,175652,1,,,,,
2017,28,175652,2,,,,,
2017,28,175652,99,,,,,
2017,28,175698,1,,,,,
2017,28,175698,2,,,,,
2017,28,175698,99,,,,,
2017,28,175722,1,,,,,
2017,28,175722,2,,,,,
2017,28,175722,99,,,,,
2017,28,175786,1,,,,,
2017,28,175786,2,,,,,
2017,28,175786,99,,,,,
2017,28,175810,1,,,,,
2017,28,175810,2,,,,,
2017,28,175810,99,,,,,
2017,28,175829,1,,,,,
2017,28,175829,2,,,,,
2017,28,175829,99,,,,,
2017,28,175856,1,2144.0,1448.0,370.0,6.0,376.0
2017,28,175856,2,4138.0,3058.0,555.0,2.0,557.0
2017,28,175856,99,6282.0,4506.0,925.0,8.0,933.0
2017,28,175883,1,,,,,
2017,28,175883,2,,,,,
2017,28,175883,99,,,,,
2017,28,175935,1,,,,,
2017,28,175935,2,,,,,
2017,28,175935,99,,,,,
2017,28,175980,1,1826.0,898.0,107.0,,107.0
2017,28,175980,2,2450.0,1195.0,122.0,,122.0
2017,28,175980,99,4276.0,2093.0,229.0,,229.0
2017,28,175999,1,,,,,
2017,28,175999,2,,,,,
2017,28,175999,99,,,,,
2017,28,176008,1,,,,,
2017,28,176008,2,,,,,
2017,28,176008,99,,,,,
2017,28,176017,1,7153.0,5896.0,1581.0,31.0,1612.0
2017,28,176017,2,10263.0,8718.0,2065.0,17.0,2082.0
2017,28,176017,99,17416.0,14614.0,3646.0,48.0,3694.0
2017,28,176035,1,182.0,176.0,62.0,0.0,62.0
2017,28,176035,2,526.0,518.0,155.0,0.0,155.0
2017,28,176035,99,708.0,694.0,217.0,0.0,217.0
2017,28,176044,1,887.0,723.0,198.0,2.0,200.0
2017,28,176044,2,1423.0,1270.0,204.0,1.0,205.0
2017,28,176044,99,2310.0,1993.0,402.0,3.0,405.0
2017,28,176053,1,1061.0,429.0,220.0,3.0,223.0
2017,28,176053,2,1857.0,710.0,344.0,3.0,347.0
2017,28,176053,99,2918.0,1139.0,564.0,6.0,570.0
2017,28,176062,1,,,,,
2017,28,176062,2,,,,,
2017,28,176062,99,,,,,
2017,28,176071,1,,,,,
2017,28,176071,2,,,,,
2017,28,176071,99,,,,,
2017,28,176080,1,6301.0,4069.0,1639.0,1.0,1640.0
2017,28,176080,2,7672.0,4650.0,1789.0,3.0,1792.0
2017,28,176080,99,13973.0,8719.0,3428.0,7.0,3435.0
2017,28,176169,1,,,,,
2017,28,176169,2,,,,,
2017,28,176169,99,,,,,
2017,28,176178,1,,,,,
2017,28,176178,2,,,,,
2017,28,176178,99,,,,,
2017,28,176239,1,,,,,
2017,28,176239,2,,,,,
2017,28,176239,99,,,,,
2017,28,176318,1,2166.0,828.0,108.0,10.0,118.0
2017,28,176318,2,3248.0,1512.0,139.0,9.0,148.0
2017,28,176318,99,5414.0,2340.0,247.0,19.0,266.0
2017,28,176336,1,,,,,
2017,28,176336,2,,,,,
2017,28,176336,99,,,,,
2017,28,176354,1,,,,,
2017,28,176354,2,,,,,
2017,28,176354,99,,,,,
2017,28,176372,1,2243.0,2190.0,634.0,3.0,637.0
2017,28,176372,2,4129.0,4082.0,1261.0,5.0,1266.0
2017,28,176372,99,6372.0,6272.0,1895.0,8.0,1903.0
2017,28,176390,1,,,,,
2017,28,176390,2,,,,,
2017,28,176390,99,,,,,
2017,28,176406,1,741.0,539.0,71.0,,71.0
2017,28,176406,2,1486.0,1125.0,125.0,,125.0
2017,28,176406,99,2227.0,1664.0,196.0,,196.0
2017,28,176451,1,,,,,
2017,28,176451,2,,,,,
2017,28,176451,99,,,,,
2017,28,176479,1,282.0,159.0,75.0,0.0,75.0
2017,28,176479,2,609.0,276.0,100.0,2.0,102.0
2017,28,176479,99,891.0,435.0,175.0,2.0,177.0
2017,29,176600,1,,,,,
2017,29,176600,2,,,,,
2017,29,176600,99,,,,,
2017,29,176619,1,,,,,
2017,29,176619,2,,,,,
2017,29,176619,99,,,,,
2017,29,176628,1,1052.0,399.0,85.0,,85.0
2017,29,176628,2,1011.0,431.0,98.0,,98.0
2017,29,176628,99,2370.0,921.0,183.0,,183.0
2017,29,176637,1,,,,,
2017,29,176637,2,,,,,
2017,29,176637,99,,,,,
2017,29,176664,1,,,,,
2017,29,176664,2,,,,,
2017,29,176664,99,,,,,
2017,29,176716,1,,,,,
2017,29,176716,2,,,,,
2017,29,176716,99,,,,,
2017,29,176770,1,1.0,1.0,,,0.0
2017,29,176770,2,9.0,9.0,1.0,2.0,3.0
2017,29,176770,99,10.0,10.0,1.0,2.0,3.0
2017,29,176789,1,47.0,36.0,22.0,5.0,27.0
2017,29,176789,2,31.0,22.0,15.0,1.0,16.0
2017,29,176789,99,78.0,58.0,37.0,6.0,43.0
2017,29,176798,1,,,,,
2017,29,176798,2,,,,,
2017,29,176798,99,,,,,
2017,29,176910,1,267.0,55.0,18.0,8.0,26.0
2017,29,176910,2,253.0,56.0,24.0,2.0,26.0
2017,29,176910,99,520.0,111.0,42.0,10.0,52.0
2017,29,176947,1,472.0,444.0,128.0,2.0,130.0
2017,29,176947,2,417.0,406.0,147.0,2.0,149.0
2017,29,176947,99,889.0,850.0,275.0,4.0,279.0
2017,29,176965,1,2054.0,1700.0,752.0,12.0,764.0
2017,29,176965,2,2787.0,2347.0,913.0,14.0,927.0
2017,29,176965,99,4841.0,4047.0,1665.0,26.0,1691.0
2017,29,176983,1,55.0,50.0,22.0,11.0,33.0
2017,29,176983,2,11.0,10.0,0.0,9.0,9.0
2017,29,176983,99,66.0,60.0,22.0,20.0,42.0
2017,20,177038,1,4.0,3.0,1.0,0.0,1.0
2017,20,177038,2,1.0,1.0,,,0.0
2017,20,177038,99,5.0,4.0,1.0,0.0,1.0
2017,29,177056,1,13.0,11.0,2.0,7.0,9.0
2017,29,177056,2,15.0,12.0,7.0,2.0,9.0
2017,29,177056,99,28.0,23.0,9.0,9.0,18.0
2017,29,177065,1,,,,,
2017,29,177065,2,,,,,
2017,29,177065,99,,,,,
2017,29,177083,1,15.0,15.0,14.0,,14.0
2017,29,177083,2,0.0,,,,
2017,29,177083,99,15.0,15.0,14.0,,14.0
2017,29,177092,1,,,,,
2017,29,177092,2,,,,,
2017,29,177092,99,,,,,
2017,29,177117,1,0.0,,,,
2017,29,177117,2,504.0,323.0,86.0,0.0,86.0
2017,29,177117,99,504.0,323.0,86.0,0.0,86.0
2017,29,177126,1,,,,,
2017,29,177126,2,,,,,
2017,29,177126,99,,,,,
2017,29,177135,1,,,,,
2017,29,177135,2,,,,,
2017,29,177135,99,,,,,
2017,29,177144,1,1677.0,794.0,164.0,0.0,164.0
2017,29,177144,2,1631.0,1014.0,141.0,0.0,141.0
2017,29,177144,99,3308.0,1808.0,305.0,0.0,305.0
2017,29,177214,1,781.0,499.0,150.0,17.0,167.0
2017,29,177214,2,1206.0,814.0,266.0,23.0,289.0
2017,29,177214,99,1987.0,1313.0,416.0,40.0,456.0
2017,29,177250,1,,,,,
2017,29,177250,2,,,,,
2017,29,177250,99,,,,,
2017,29,177278,1,,,,,
2017,29,177278,2,,,,,
2017,29,177278,99,,,,,
2017,29,177287,1,,,,,
2017,29,177287,2,,,,,
2017,29,177287,99,,,,,
2017,29,177302,1,,,,,
2017,29,177302,2,,,,,
2017,29,177302,99,,,,,
2017,29,177339,1,363.0,361.0,172.0,0.0,172.0
2017,29,177339,2,558.0,554.0,228.0,0.0,228.0
2017,29,177339,99,921.0,915.0,400.0,0.0,400.0
2017,29,177418,1,238.0,219.0,69.0,0.0,69.0
2017,29,177418,2,312.0,289.0,70.0,0.0,70.0
2017,29,177418,99,550.0,508.0,139.0,0.0,139.0
2017,29,177436,1,,,,,
2017,29,177436,2,,,,,
2017,29,177436,99,,,,,
2017,29,177472,1,,,,,
2017,29,177472,2,,,,,
2017,29,177472,99,,,,,
2017,29,177542,1,355.0,193.0,83.0,0.0,83.0
2017,29,177542,2,327.0,179.0,84.0,1.0,85.0
2017,29,177542,99,682.0,372.0,167.0,1.0,168.0
2017,29,177551,1,,,,,
2017,29,177551,2,,,,,
2017,29,177551,99,,,,,
2017,29,177579,1,0.0,,,,
2017,29,177579,2,0.0,,,,
2017,29,177579,99,0.0,,,,
2017,29,177588,1,,,,,
2017,29,177588,2,,,,,
2017,29,177588,99,,,,,
2017,29,177603,1,,,,,
2017,29,177603,2,,,,,
2017,29,177603,99,,,,,
2017,29,177676,1,,,,,
2017,29,177676,2,,,,,
2017,29,177676,99,,,,,
2017,29,177685,1,,,,,
2017,29,177685,2,,,,,
2017,29,177685,99,,,,,
2017,29,177719,1,,,,,
2017,29,177719,2,,,,,
2017,29,177719,99,,,,,
2017,29,177746,1,204.0,132.0,48.0,,48.0
2017,29,177746,2,500.0,341.0,123.0,,123.0
2017,29,177746,99,704.0,473.0,171.0,,171.0
2017,29,177816,1,17.0,12.0,8.0,,8.0
2017,29,177816,2,0.0,,,,
2017,29,177816,99,17.0,12.0,8.0,,8.0
2017,29,177834,1,,,,,
2017,29,177834,2,,,,,
2017,29,177834,99,,,,,
2017,29,177870,1,,,,,
2017,29,177870,2,,,,,
2017,29,177870,99,,,,,
2017,29,177931,1,1.0,1.0,1.0,,1.0
2017,29,177931,2,24.0,18.0,9.0,,9.0
2017,29,177931,99,25.0,19.0,10.0,,10.0
2017,29,177940,1,,,,,
2017,29,177940,2,,,,,
2017,29,177940,99,,,,,
2017,29,177968,1,1388.0,993.0,452.0,1.0,453.0
2017,29,177968,2,1507.0,1142.0,466.0,4.0,470.0
2017,29,177968,99,2895.0,2135.0,918.0,5.0,923.0
2017,29,177977,1,,,,,
2017,29,177977,2,,,,,
2017,29,177977,99,,,,,
2017,29,177986,1,3.0,3.0,3.0,0.0,3.0
2017,29,177986,2,5.0,5.0,4.0,1.0,5.0
2017,29,177986,99,8.0,8.0,7.0,1.0,8.0
2017,29,177995,1,,,,,
2017,29,177995,2,,,,,
2017,29,177995,99,,,,,
2017,29,178004,1,0.0,,,,
2017,29,178004,2,1.0,1.0,1.0,0.0,1.0
2017,29,178004,99,1.0,1.0,1.0,0.0,1.0
2017,29,178059,1,853.0,781.0,237.0,0.0,237.0
2017,29,178059,2,1388.0,1278.0,367.0,0.0,367.0
2017,29,178059,99,2241.0,2059.0,604.0,0.0,604.0
2017,29,178077,1,,,,,
2017,29,178077,2,,,,,
2017,29,178077,99,,,,,
2017,29,178110,1,,,,,
2017,29,178110,2,,,,,
2017,29,178110,99,,,,,
2017,29,178183,1,15.0,7.0,1.0,,1.0
2017,29,178183,2,137.0,130.0,5.0,,5.0
2017,29,178183,99,152.0,137.0,6.0,,6.0
2017,29,178208,1,30.0,28.0,9.0,6.0,15.0
2017,29,178208,2,25.0,24.0,12.0,7.0,19.0
2017,29,178208,99,55.0,52.0,21.0,13.0,34.0
2017,29,178217,1,,,,,
2017,29,178217,2,,,,,
2017,29,178217,99,,,,,
2017,29,178244,1,516.0,292.0,164.0,2.0,166.0
2017,29,178244,2,484.0,253.0,115.0,2.0,117.0
2017,29,178244,99,1000.0,545.0,279.0,4.0,283.0
2017,29,178341,1,987.0,919.0,381.0,25.0,406.0
2017,29,178341,2,1695.0,1631.0,580.0,26.0,606.0
2017,29,178341,99,2682.0,2550.0,961.0,51.0,1012.0
2017,29,178369,1,1248.0,663.0,260.0,0.0,260.0
2017,29,178369,2,1052.0,571.0,131.0,1.0,132.0
2017,29,178369,99,2300.0,1234.0,391.0,1.0,392.0
2017,29,178387,1,,,,,
2017,29,178387,2,,,,,
2017,29,178387,99,,,,,
2017,29,178396,1,6930.0,5345.0,1872.0,18.0,1890.0
2017,29,178396,2,9437.0,7436.0,2224.0,20.0,2244.0
2017,29,178396,99,16367.0,12781.0,4096.0,38.0,4134.0
2017,29,178402,1,1893.0,1179.0,477.0,8.0,485.0
2017,29,178402,2,3172.0,2070.0,741.0,18.0,759.0
2017,29,178402,99,5065.0,3249.0,1218.0,26.0,1244.0
2017,29,178411,1,2889.0,2431.0,1086.0,10.0,1096.0
2017,29,178411,2,987.0,806.0,328.0,2.0,330.0
2017,29,178411,99,3876.0,3237.0,1414.0,12.0,1426.0
2017,29,178420,1,752.0,596.0,216.0,8.0,224.0
2017,29,178420,2,1218.0,900.0,253.0,5.0,258.0
2017,29,178420,99,1970.0,1496.0,469.0,13.0,482.0
2017,29,178439,1,,,,,
2017,29,178439,2,,,,,
2017,29,178439,99,,,,,
2017,29,178448,1,,,,,
2017,29,178448,2,,,,,
2017,29,178448,99,,,,,
2017,29,178466,1,46.0,20.0,13.0,1.0,14.0
2017,29,178466,2,19.0,11.0,7.0,0.0,7.0
2017,29,178466,99,65.0,31.0,20.0,1.0,21.0
2017,29,178518,1,,,,,
2017,29,178518,2,,,,,
2017,29,178518,99,,,,,
2017,29,178527,1,,,,,
2017,29,178527,2,,,,,
2017,29,178527,99,,,,,
2017,29,178615,1,2220.0,1389.0,537.0,2.0,539.0
2017,29,178615,2,3043.0,2163.0,785.0,4.0,789.0
2017,29,178615,99,5263.0,3552.0,1322.0,6.0,1328.0
2017,29,178624,1,2137.0,1555.0,508.0,31.0,539.0
2017,29,178624,2,2992.0,2246.0,654.0,23.0,677.0
2017,29,178624,99,5129.0,3801.0,1162.0,54.0,1216.0
2017,29,178679,1,150.0,70.0,56.0,0.0,56.0
2017,29,178679,2,171.0,88.0,52.0,0.0,52.0
2017,29,178679,99,321.0,158.0,108.0,0.0,108.0
2017,29,178697,1,1231.0,195.0,165.0,0.0,165.0
2017,29,178697,2,1921.0,243.0,202.0,1.0,203.0
2017,29,178697,99,3250.0,438.0,367.0,1.0,368.0
2017,29,178721,1,922.0,656.0,98.0,140.0,238.0
2017,29,178721,2,988.0,663.0,158.0,123.0,281.0
2017,29,178721,99,1922.0,1327.0,256.0,263.0,519.0
2017,29,178767,1,,,,,
2017,29,178767,2,,,,,
2017,29,178767,99,,,,,
2017,29,178828,1,,,,,
2017,29,178828,2,,,,,
2017,29,178828,99,,,,,
2017,29,178891,1,,,,,
2017,29,178891,2,,,,,
2017,29,178891,99,,,,,
2017,29,178989,1,,,,,
2017,29,178989,2,,,,,
2017,29,178989,99,,,,,
2017,29,179043,1,1014.0,750.0,170.0,0.0,170.0
2017,29,179043,2,2101.0,1507.0,260.0,0.0,260.0
2017,29,179043,99,3115.0,2257.0,430.0,0.0,430.0
2017,29,179052,1,22.0,20.0,14.0,,14.0
2017,29,179052,2,24.0,23.0,16.0,,16.0
2017,29,179052,99,46.0,43.0,30.0,,30.0
2017,29,179070,1,,,,,
2017,29,179070,2,,,,,
2017,29,179070,99,,,,,
2017,29,179159,1,5455.0,3419.0,611.0,1.0,612.0
2017,29,179159,2,7976.0,5234.0,1021.0,0.0,1021.0
2017,29,179159,99,13431.0,8653.0,1632.0,1.0,1633.0
2017,29,179195,1,,,,,
2017,29,179195,2,,,,,
2017,29,179195,99,,,,,
2017,29,179229,1,,,,,
2017,29,179229,2,,,,,
2017,29,179229,99,,,,,
2017,29,179238,1,,,,,
2017,29,179238,2,,,,,
2017,29,179238,99,,,,,
2017,29,179256,1,19.0,6.0,2.0,0.0,2.0
2017,29,179256,2,6.0,0.0,,,
2017,29,179256,99,25.0,6.0,2.0,1.0,3.0
2017,29,179265,1,131.0,97.0,45.0,0.0,45.0
2017,29,179265,2,230.0,163.0,61.0,0.0,61.0
2017,29,179265,99,361.0,260.0,106.0,0.0,106.0
2017,29,179308,1,,,,,
2017,29,179308,2,,,,,
2017,29,179308,99,,,,,
2017,20,179317,1,,,,,
2017,20,179317,2,,,,,
2017,20,179317,99,,,,,
2017,29,179326,1,766.0,566.0,202.0,7.0,209.0
2017,29,179326,2,1118.0,813.0,251.0,14.0,265.0
2017,29,179326,99,1884.0,1379.0,453.0,21.0,474.0
2017,29,179344,1,,,,,
2017,29,179344,2,,,,,
2017,29,179344,99,,,,,
2017,29,179450,1,,,,,
2017,29,179450,2,,,,,
2017,29,179450,99,,,,,
2017,29,179511,1,,,,,
2017,29,179511,2,,,,,
2017,29,179511,99,,,,,
2017,29,179539,1,,,,,
2017,29,179539,2,,,,,
2017,29,179539,99,,,,,
2017,29,179548,1,0.0,,,,
2017,29,179548,2,1269.0,674.0,129.0,0.0,129.0
2017,29,179548,99,1269.0,674.0,129.0,0.0,129.0
2017,29,179557,1,1866.0,1573.0,667.0,49.0,716.0
2017,29,179557,2,3111.0,2635.0,1023.0,64.0,1087.0
2017,29,179557,99,4977.0,4208.0,1690.0,113.0,1803.0
2017,29,179566,1,3607.0,2960.0,1251.0,31.0,1282.0
2017,29,179566,2,5846.0,4984.0,1931.0,24.0,1955.0
2017,29,179566,99,9453.0,7944.0,3182.0,55.0,3237.0
2017,29,179645,1,,,,,
2017,29,179645,2,,,,,
2017,29,179645,99,,,,,
2017,29,179715,1,,,,,
2017,29,179715,2,,,,,
2017,29,179715,99,,,,,
2017,29,179812,1,,,,,
2017,29,179812,2,,,,,
2017,29,179812,99,,,,,
2017,29,179867,1,14417.0,2310.0,818.0,3.0,821.0
2017,29,179867,2,16046.0,2553.0,953.0,4.0,957.0
2017,29,179867,99,30463.0,4863.0,1771.0,7.0,1778.0
2017,29,179894,1,1093.0,605.0,215.0,3.0,218.0
2017,29,179894,2,1715.0,897.0,296.0,0.0,296.0
2017,29,179894,99,2812.0,1506.0,511.0,3.0,514.0
2017,29,179946,1,545.0,484.0,100.0,,100.0
2017,29,179946,2,490.0,449.0,74.0,,74.0
2017,29,179946,99,1035.0,933.0,174.0,,174.0
2017,29,179955,1,638.0,307.0,86.0,,86.0
2017,29,179955,2,1004.0,476.0,112.0,,112.0
2017,29,179955,99,1644.0,783.0,198.0,,198.0
2017,29,179964,1,214.0,159.0,56.0,0.0,56.0
2017,29,179964,2,671.0,505.0,136.0,1.0,137.0
2017,29,179964,99,887.0,664.0,192.0,1.0,193.0
2017,30,179991,1,,,,,
2017,30,179991,2,,,,,
2017,30,179991,99,,,,,
2017,30,180054,1,,,,,
2017,30,180054,2,,,,,
2017,30,180054,99,,,,,
2017,30,180063,1,,,,,
2017,30,180063,2,,,,,
2017,30,180063,99,,,,,
2017,30,180081,1,,,,,
2017,30,180081,2,,,,,
2017,30,180081,99,,,,,
2017,30,180090,1,,,,,
2017,30,180090,2,,,,,
2017,30,180090,99,,,,,
2017,30,180106,1,1002.0,759.0,115.0,0.0,115.0
2017,30,180106,2,1684.0,1331.0,179.0,0.0,179.0
2017,30,180106,99,2686.0,2090.0,294.0,0.0,294.0
2017,30,180151,1,,,,,
2017,30,180151,2,,,,,
2017,30,180151,99,,,,,
2017,30,180160,1,,,,,
2017,30,180160,2,,,,,
2017,30,180160,99,,,,,
2017,30,180179,1,,,,,
2017,30,180179,2,,,,,
2017,30,180179,99,,,,,
2017,30,180197,1,,,,,
2017,30,180197,2,,,,,
2017,30,180197,99,,,,,
2017,30,180203,1,,,,,
2017,30,180203,2,,,,,
2017,30,180203,99,,,,,
2017,30,180212,1,,,,,
2017,30,180212,2,,,,,
2017,30,180212,99,,,,,
2017,30,180249,1,,,,,
2017,30,180249,2,,,,,
2017,30,180249,99,,,,,
2017,30,180258,1,208.0,112.0,29.0,2.0,31.0
2017,30,180258,2,279.0,188.0,53.0,4.0,57.0
2017,30,180258,99,487.0,300.0,82.0,6.0,88.0
2017,30,180276,1,,,,,
2017,30,180276,2,,,,,
2017,30,180276,99,,,,,
2017,30,180328,1,,,,,
2017,30,180328,2,,,,,
2017,30,180328,99,,,,,
2017,30,180373,1,,,,,
2017,30,180373,2,,,,,
2017,30,180373,99,,,,,
2017,30,180416,1,447.0,412.0,152.0,1.0,153.0
2017,30,180416,2,183.0,170.0,74.0,0.0,74.0
2017,30,180416,99,630.0,582.0,226.0,1.0,227.0
2017,30,180461,1,8335.0,7018.0,1537.0,301.0,1838.0
2017,30,180461,2,8434.0,6919.0,1250.0,268.0,1518.0
2017,30,180461,99,16769.0,13937.0,2787.0,569.0,3356.0
2017,30,180489,1,2710.0,2492.0,647.0,59.0,706.0
2017,30,180489,2,3472.0,3235.0,898.0,67.0,965.0
2017,30,180489,99,6182.0,5727.0,1545.0,126.0,1671.0
2017,30,180522,1,395.0,395.0,162.0,25.0,187.0
2017,30,180522,2,194.0,194.0,68.0,9.0,77.0
2017,30,180522,99,595.0,595.0,230.0,34.0,264.0
2017,30,180595,1,579.0,380.0,129.0,0.0,129.0
2017,30,180595,2,659.0,417.0,118.0,0.0,118.0
2017,30,180595,99,1238.0,797.0,247.0,0.0,247.0
2017,30,180647,1,,,,,
2017,30,180647,2,,,,,
2017,30,180647,99,,,,,
2017,30,180692,1,334.0,203.0,113.0,0.0,113.0
2017,30,180692,2,481.0,292.0,160.0,4.0,164.0
2017,30,180692,99,815.0,495.0,273.0,4.0,277.0
2017,31,180771,1,,,,,
2017,31,180771,2,,,,,
2017,31,180771,99,,,,,
2017,31,180814,1,,,,,
2017,31,180814,2,,,,,
2017,31,180814,99,,,,,
2017,31,180832,1,13.0,8.0,7.0,0.0,7.0
2017,31,180832,2,74.0,46.0,33.0,3.0,36.0
2017,31,180832,99,87.0,54.0,40.0,3.0,43.0
2017,31,180878,1,12.0,6.0,4.0,1.0,5.0
2017,31,180878,2,95.0,50.0,44.0,4.0,48.0
2017,31,180878,99,107.0,56.0,48.0,5.0,53.0
2017,31,180902,1,,,,,
2017,31,180902,2,,,,,
2017,31,180902,99,,,,,
2017,31,180948,1,,,,,
2017,31,180948,2,,,,,
2017,31,180948,99,,,,,
2017,31,180957,1,,,,,
2017,31,180957,2,,,,,
2017,31,180957,99,,,,,
2017,31,180984,1,939.0,655.0,166.0,,166.0
2017,31,180984,2,598.0,497.0,182.0,,182.0
2017,31,180984,99,1537.0,1152.0,348.0,,348.0
2017,31,181002,1,4130.0,3010.0,479.0,1.0,480.0
2017,31,181002,2,5597.0,3994.0,638.0,2.0,640.0
2017,31,181002,99,9727.0,7004.0,1117.0,3.0,1120.0
2017,31,181020,1,1478.0,890.0,167.0,,167.0
2017,31,181020,2,914.0,669.0,132.0,,132.0
2017,31,181020,99,2392.0,1559.0,299.0,,299.0
2017,31,181093,1,78.0,37.0,10.0,0.0,10.0
2017,31,181093,2,81.0,36.0,9.0,0.0,9.0
2017,31,181093,99,159.0,73.0,19.0,0.0,19.0
2017,31,181127,1,947.0,632.0,154.0,,154.0
2017,31,181127,2,998.0,697.0,153.0,,153.0
2017,31,181127,99,1945.0,1329.0,307.0,,307.0
2017,31,181145,1,,,,,
2017,31,181145,2,,,,,
2017,31,181145,99,,,,,
2017,31,181190,1,,,,,
2017,31,181190,2,,,,,
2017,31,181190,99,,,,,
2017,31,181215,1,2505.0,2007.0,379.0,3.0,382.0
2017,31,181215,2,3406.0,2825.0,518.0,4.0,522.0
2017,31,181215,99,5911.0,4832.0,897.0,7.0,904.0
2017,31,181242,1,,,,,
2017,31,181242,2,,,,,
2017,31,181242,99,,,,,
2017,31,181297,1,7.0,4.0,2.0,0.0,2.0
2017,31,181297,2,81.0,56.0,37.0,6.0,43.0
2017,31,181297,99,88.0,60.0,39.0,6.0,45.0
2017,31,181303,1,,,,,
2017,31,181303,2,,,,,
2017,31,181303,99,,,,,
2017,31,181312,1,,,,,
2017,31,181312,2,,,,,
2017,31,181312,99,,,,,
2017,31,181330,1,895.0,549.0,200.0,,200.0
2017,31,181330,2,640.0,438.0,126.0,,126.0
2017,31,181330,99,1535.0,987.0,326.0,,326.0
2017,31,181376,1,96.0,46.0,33.0,,33.0
2017,31,181376,2,58.0,22.0,11.0,,11.0
2017,31,181376,99,154.0,68.0,44.0,,44.0
2017,31,181394,1,4060.0,3472.0,866.0,45.0,911.0
2017,31,181394,2,5098.0,4452.0,1153.0,36.0,1189.0
2017,31,181394,99,9158.0,7924.0,2019.0,81.0,2100.0
2017,31,181400,1,,,,,
2017,31,181400,2,,,,,
2017,31,181400,99,,,,,
2017,31,181419,1,,,,,
2017,31,181419,2,,,,,
2017,31,181419,99,,,,,
2017,31,181428,1,,,,,
2017,31,181428,2,,,,,
2017,31,181428,99,,,,,
2017,31,181446,1,790.0,536.0,164.0,,164.0
2017,31,181446,2,1120.0,825.0,242.0,,242.0
2017,31,181446,99,1910.0,1361.0,406.0,,406.0
2017,31,181464,1,6850.0,4495.0,2513.0,10.0,2523.0
2017,31,181464,2,8097.0,5128.0,2370.0,12.0,2382.0
2017,31,181464,99,14947.0,9623.0,4883.0,22.0,4905.0
2017,31,181491,1,,,,,
2017,31,181491,2,,,,,
2017,31,181491,99,,,,,
2017,31,181534,1,,,,,
2017,31,181534,2,,,,,
2017,31,181534,99,,,,,
2017,31,181543,1,3.0,2.0,2.0,0.0,2.0
2017,31,181543,2,2.0,0.0,,,
2017,31,181543,99,5.0,2.0,2.0,0.0,2.0
2017,31,181604,1,0.0,,,,
2017,31,181604,2,378.0,212.0,102.0,0.0,102.0
2017,31,181604,99,378.0,212.0,102.0,0.0,102.0
2017,31,181640,1,,,,,
2017,31,181640,2,,,,,
2017,31,181640,99,,,,,
2017,31,181738,1,655.0,371.0,76.0,0.0,76.0
2017,31,181738,2,918.0,572.0,81.0,0.0,81.0
2017,31,181738,99,1573.0,943.0,157.0,0.0,157.0
2017,31,181747,1,,,,,
2017,31,181747,2,,,,,
2017,31,181747,99,,,,,
2017,31,181765,1,,,,,
2017,31,181765,2,,,,,
2017,31,181765,99,,,,,
2017,31,181783,1,,,,,
2017,31,181783,2,,,,,
2017,31,181783,99,,,,,
2017,31,181817,1,,,,,
2017,31,181817,2,,,,,
2017,31,181817,99,,,,,
2017,31,181853,1,250.0,125.0,71.0,,71.0
2017,31,181853,2,280.0,132.0,62.0,,62.0
2017,31,181853,99,530.0,257.0,133.0,,133.0
2017,32,181880,1,,,,,
2017,32,181880,2,,,,,
2017,32,181880,99,,,,,
2017,32,181941,1,,,,,
2017,32,181941,2,,,,,
2017,32,181941,99,,,,,
2017,32,182005,1,,,,,
2017,32,182005,2,,,,,
2017,32,182005,99,,,,,
2017,32,182111,1,,,,,
2017,32,182111,2,,,,,
2017,32,182111,99,,,,,
2017,32,182148,1,,,,,
2017,32,182148,2,,,,,
2017,32,182148,99,,,,,
2017,32,182281,1,4180.0,3222.0,1651.0,41.0,1692.0
2017,32,182281,2,5692.0,4780.0,2398.0,50.0,2448.0
2017,32,182281,99,9872.0,8003.0,4049.0,91.0,4140.0
2017,32,182290,1,4348.0,3770.0,1636.0,26.0,1662.0
2017,32,182290,2,5373.0,4787.0,1955.0,26.0,1981.0
2017,32,182290,99,9721.0,8557.0,3591.0,52.0,3643.0
2017,32,182306,1,,,,,
2017,32,182306,2,,,,,
2017,32,182306,99,,,,,
2017,32,182458,1,353.0,235.0,48.0,0.0,48.0
2017,32,182458,2,382.0,272.0,23.0,1.0,24.0
2017,32,182458,99,735.0,507.0,71.0,1.0,72.0
2017,32,182500,1,,,,,
2017,32,182500,2,,,,,
2017,32,182500,99,,,,,
2017,32,182519,1,,,,,
2017,32,182519,2,,,,,
2017,32,182519,99,,,,,
