year,fips,unitid,sex,number_applied,number_admitted,number_enrolled_ft,number_enrolled_pt,number_enrolled_total
2016,36,475565,99,,,,,
2016,18,475574,1,,,,,
2016,18,475574,2,,,,,
2016,18,475574,99,,,,,
2016,29,475583,1,,,,,
2016,29,475583,2,,,,,
2016,29,475583,99,,,,,
2016,40,475592,1,,,,,
2016,40,475592,2,,,,,
2016,40,475592,99,,,,,
2016,48,475608,1,13.0,13.0,5.0,3.0,8.0
2016,48,475608,2,12.0,12.0,7.0,1.0,8.0
2016,48,475608,99,25.0,25.0,12.0,4.0,16.0
2016,47,475617,1,,,,,
2016,47,475617,2,,,,,
2016,47,475617,99,,,,,
2016,45,475626,1,,,,,
2016,45,475626,2,,,,,
2016,45,475626,99,,,,,
2016,6,475635,1,5.0,1.0,1.0,0.0,1.0
2016,6,475635,2,20.0,5.0,2.0,1.0,3.0
2016,6,475635,99,25.0,6.0,3.0,1.0,4.0
2016,72,475644,1,,,,,
2016,72,475644,2,,,,,
2016,72,475644,99,,,,,
2016,17,475653,1,,,,,
2016,17,475653,2,,,,,
2016,17,475653,99,,,,,
2016,48,475662,1,,,,,
2016,48,475662,2,,,,,
2016,48,475662,99,,,,,
2016,6,475680,1,,,,,
2016,6,475680,2,,,,,
2016,6,475680,99,,,,,
2016,39,475699,1,,,,,
2016,39,475699,2,,,,,
2016,39,475699,99,,,,,
2016,6,475705,1,0.0,,,,
2016,6,475705,2,0.0,,,,
2016,6,475705,99,0.0,,,,
2016,12,475714,1,,,,,
2016,12,475714,2,,,,,
2016,12,475714,99,,,,,
2016,49,475723,1,,,,,
2016,49,475723,2,,,,,
2016,49,475723,99,,,,,
2016,13,475732,1,1.0,0.0,,,
2016,13,475732,2,6.0,4.0,2.0,1.0,3.0
2016,13,475732,99,7.0,4.0,2.0,1.0,3.0
2016,18,475741,1,0.0,,,,
2016,18,475741,2,9.0,4.0,1.0,1.0,2.0
2016,18,475741,99,9.0,4.0,1.0,1.0,2.0
2016,48,475750,1,0.0,,,,
2016,48,475750,2,0.0,,,,
2016,48,475750,99,0.0,,,,
2016,72,475811,1,,,,,
2016,72,475811,2,,,,,
2016,72,475811,99,,,,,
2016,4,475839,1,,,,,
2016,4,475839,2,,,,,
2016,4,475839,99,,,,,
2016,22,475866,1,,,,,
2016,22,475866,2,,,,,
2016,22,475866,99,,,,,
2016,12,476063,1,,,,,
2016,12,476063,2,,,,,
2016,12,476063,99,,,,,
2016,48,476106,1,,,,,
2016,48,476106,2,,,,,
2016,48,476106,99,,,,,
2016,12,476115,1,,,,,
2016,12,476115,2,,,,,
2016,12,476115,99,,,,,
2016,51,476133,1,,,,,
2016,51,476133,2,,,,,
2016,51,476133,99,,,,,
2016,48,476142,1,,,,,
2016,48,476142,2,,,,,
2016,48,476142,99,,,,,
2016,48,476160,1,,,,,
2016,48,476160,2,,,,,
2016,48,476160,99,,,,,
2016,51,476179,1,,,,,
2016,51,476179,2,,,,,
2016,51,476179,99,,,,,
2016,54,476230,1,,,,,
2016,54,476230,2,,,,,
2016,54,476230,99,,,,,
2016,49,476294,1,,,,,
2016,49,476294,2,,,,,
2016,49,476294,99,,,,,
2016,48,476300,1,,,,,
2016,48,476300,2,,,,,
2016,48,476300,99,,,,,
2016,48,476337,1,,,,,
2016,48,476337,2,,,,,
2016,48,476337,99,,,,,
2016,48,476346,1,,,,,
2016,48,476346,2,,,,,
2016,48,476346,99,,,,,
2016,36,476355,1,,,,,
2016,36,476355,2,,,,,
2016,36,476355,99,,,,,
2016,6,476470,1,,,,,
2016,6,476470,2,,,,,
2016,6,476470,99,,,,,
2016,17,476489,1,,,,,
2016,17,476489,2,,,,,
2016,17,476489,99,,,,,
2016,12,476498,1,,,,,
2016,12,476498,2,,,,,
2016,12,476498,99,,,,,
2016,36,476504,1,,,,,
2016,36,476504,2,,,,,
2016,36,476504,99,,,,,
2016,6,476513,1,,,,,
2016,6,476513,2,,,,,
2016,6,476513,99,,,,,
2016,12,476522,1,,,,,
2016,12,476522,2,,,,,
2016,12,476522,99,,,,,
2016,21,476531,1,,,,,
2016,21,476531,2,,,,,
2016,21,476531,99,,,,,
2016,48,476540,1,,,,,
2016,48,476540,2,,,,,
2016,48,476540,99,,,,,
2016,48,476559,1,,,,,
2016,48,476559,2,,,,,
2016,48,476559,99,,,,,
2016,51,476568,1,,,,,
2016,51,476568,2,,,,,
2016,51,476568,99,,,,,
2016,48,476577,1,,,,,
2016,48,476577,2,,,,,
2016,48,476577,99,,,,,
2016,8,476586,1,,,,,
2016,8,476586,2,,,,,
2016,8,476586,99,,,,,
2016,6,476595,1,,,,,
2016,6,476595,2,,,,,
2016,6,476595,99,,,,,
2016,24,476601,1,23.0,20.0,20.0,,20.0
2016,24,476601,2,0.0,,,,
2016,24,476601,99,23.0,20.0,20.0,,20.0
2016,36,476610,1,,,,,
2016,36,476610,2,,,,,
2016,36,476610,99,,,,,
2016,39,476629,1,,,,,
2016,39,476629,2,,,,,
2016,39,476629,99,,,,,
2016,17,476674,1,,,,,
2016,17,476674,2,,,,,
2016,17,476674,99,,,,,
2016,39,476683,1,12.0,8.0,3.0,,3.0
2016,39,476683,2,71.0,26.0,13.0,,13.0
2016,39,476683,99,83.0,34.0,16.0,,16.0
2016,34,476692,1,6.0,3.0,2.0,,2.0
2016,34,476692,2,0.0,,,,
2016,34,476692,99,6.0,3.0,2.0,,2.0
2016,49,476708,1,,,,,
2016,49,476708,2,,,,,
2016,49,476708,99,,,,,
2016,36,476717,1,173.0,164.0,147.0,,147.0
2016,36,476717,2,0.0,,,,
2016,36,476717,99,173.0,164.0,147.0,,147.0
2016,48,476726,1,,,,,
2016,48,476726,2,,,,,
2016,48,476726,99,,,,,
2016,25,476735,1,,,,,
2016,25,476735,2,,,,,
2016,25,476735,99,,,,,
2016,6,476744,1,,,,,
2016,6,476744,2,,,,,
2016,6,476744,99,,,,,
2016,4,476753,1,,,,,
2016,4,476753,2,,,,,
2016,4,476753,99,,,,,
2016,12,476771,1,,,,,
2016,12,476771,2,,,,,
2016,12,476771,99,,,,,
2016,6,476780,1,,,,,
2016,6,476780,2,,,,,
2016,6,476780,99,,,,,
2016,6,476799,1,5.0,2.0,2.0,,2.0
2016,6,476799,2,155.0,140.0,140.0,,140.0
2016,6,476799,99,300.0,246.0,142.0,,142.0
2016,1,476805,1,,,,,
2016,1,476805,2,,,,,
2016,1,476805,99,,,,,
2016,12,476814,1,,,,,
2016,12,476814,2,,,,,
2016,12,476814,99,,,,,
2016,8,476823,1,,,,,
2016,8,476823,2,,,,,
2016,8,476823,99,,,,,
2016,32,476841,1,,,,,
2016,32,476841,2,,,,,
2016,32,476841,99,,,,,
2016,16,476850,1,,,,,
2016,16,476850,2,,,,,
2016,16,476850,99,,,,,
2016,16,476869,1,,,,,
2016,16,476869,2,,,,,
2016,16,476869,99,,,,,
2016,36,476878,1,,,,,
2016,36,476878,2,,,,,
2016,36,476878,99,,,,,
2016,13,476887,1,,,,,
2016,13,476887,2,,,,,
2016,13,476887,99,,,,,
2016,48,476896,1,,,,,
2016,48,476896,2,,,,,
2016,48,476896,99,,,,,
2016,20,476902,1,,,,,
2016,20,476902,2,,,,,
2016,20,476902,99,,,,,
2016,6,476911,1,,,,,
2016,6,476911,2,,,,,
2016,6,476911,99,,,,,
2016,12,476939,1,,,,,
2016,12,476939,2,,,,,
2016,12,476939,99,,,,,
2016,13,476948,1,,,,,
2016,13,476948,2,,,,,
2016,13,476948,99,,,,,
2016,16,476957,1,,,,,
2016,16,476957,2,,,,,
2016,16,476957,99,,,,,
2016,12,476966,1,,,,,
2016,12,476966,2,,,,,
2016,12,476966,99,,,,,
2016,8,476975,1,0.0,,,,
2016,8,476975,2,0.0,,,,
2016,8,476975,99,0.0,,,,
2016,20,476984,1,,,,,
2016,20,476984,2,,,,,
2016,20,476984,99,,,,,
2016,49,476993,1,,,,,
2016,49,476993,2,,,,,
2016,49,476993,99,,,,,
2016,26,477002,1,,,,,
2016,26,477002,2,,,,,
2016,26,477002,99,,,,,
2016,48,477039,1,1.0,1.0,,,0.0
2016,48,477039,2,7.0,7.0,3.0,0.0,3.0
2016,48,477039,99,8.0,8.0,3.0,0.0,3.0
2016,49,477950,1,,,,,
2016,49,477950,2,,,,,
2016,49,477950,99,,,,,
2016,31,477996,1,,,,,
2016,31,477996,2,,,,,
2016,31,477996,99,,,,,
2016,27,478005,1,,,,,
2016,27,478005,2,,,,,
2016,27,478005,99,,,,,
2016,48,478014,1,,,,,
2016,48,478014,2,,,,,
2016,48,478014,99,,,,,
2016,13,478582,1,,,,,
2016,13,478582,2,,,,,
2016,13,478582,99,,,,,
2016,48,478591,1,,,,,
2016,48,478591,2,,,,,
2016,48,478591,99,,,,,
2016,37,478616,1,,,,,
2016,37,478616,2,,,,,
2016,37,478616,99,,,,,
2016,6,478634,1,,,,,
2016,6,478634,2,,,,,
2016,6,478634,99,,,,,
2016,34,478661,1,,,,,
2016,34,478661,2,,,,,
2016,34,478661,99,,,,,
2016,20,478917,1,,,,,
2016,20,478917,2,,,,,
2016,20,478917,99,,,,,
2016,20,478953,1,,,,,
2016,20,478953,2,,,,,
2016,20,478953,99,,,,,
2016,53,479053,1,,,,,
2016,53,479053,2,,,,,
2016,53,479053,99,,,,,
2016,44,479062,1,13.0,12.0,8.0,,8.0
2016,44,479062,2,1.0,0.0,,,
2016,44,479062,99,14.0,12.0,8.0,,8.0
2016,36,479123,1,,,,,
2016,36,479123,2,,,,,
2016,36,479123,99,,,,,
2016,51,479248,1,,,,,
2016,51,479248,2,,,,,
2016,51,479248,99,,,,,
2016,6,479424,1,20.0,8.0,7.0,,7.0
2016,6,479424,2,215.0,178.0,172.0,,172.0
2016,6,479424,99,400.0,383.0,179.0,,179.0
2016,42,479549,1,,,,,
2016,42,479549,2,,,,,
2016,42,479549,99,,,,,
2016,34,479558,1,,,,,
2016,34,479558,2,,,,,
2016,34,479558,99,,,,,
2016,26,479585,1,,,,,
2016,26,479585,2,,,,,
2016,26,479585,99,,,,,
2016,12,479594,1,,,,,
2016,12,479594,2,,,,,
2016,12,479594,99,,,,,
2016,41,479600,1,,,,,
2016,41,479600,2,,,,,
2016,41,479600,99,,,,,
2016,18,479628,1,,,,,
2016,18,479628,2,,,,,
2016,18,479628,99,,,,,
2016,13,479637,1,,,,,
2016,13,479637,2,,,,,
2016,13,479637,99,,,,,
2016,20,479646,1,,,,,
2016,20,479646,2,,,,,
2016,20,479646,99,,,,,
2016,17,479655,1,,,,,
2016,17,479655,2,,,,,
2016,17,479655,99,,,,,
2016,39,479664,1,,,,,
2016,39,479664,2,,,,,
2016,39,479664,99,,,,,
2016,42,479956,1,776.0,474.0,46.0,112.0,158.0
2016,42,479956,2,785.0,424.0,67.0,102.0,169.0
2016,42,479956,99,1561.0,898.0,113.0,214.0,327.0
2016,34,479965,1,,,,,
2016,34,479965,2,,,,,
2016,34,479965,99,,,,,
2016,6,479974,1,,,,,
2016,6,479974,2,,,,,
2016,6,479974,99,,,,,
2016,8,479983,1,,,,,
2016,8,479983,2,,,,,
2016,8,479983,99,,,,,
2016,6,479992,1,,,,,
2016,6,479992,2,,,,,
2016,6,479992,99,,,,,
2016,6,480000,1,,,,,
2016,6,480000,2,,,,,
2016,6,480000,99,,,,,
2016,6,480019,1,,,,,
2016,6,480019,2,,,,,
2016,6,480019,99,,,,,
2016,36,480028,1,,,,,
2016,36,480028,2,,,,,
2016,36,480028,99,,,,,
2016,37,480037,1,,,,,
2016,37,480037,2,,,,,
2016,37,480037,99,,,,,
2016,23,480064,1,,,,,
2016,23,480064,2,,,,,
2016,23,480064,99,,,,,
2016,48,480073,1,,,,,
2016,48,480073,2,,,,,
2016,48,480073,99,,,,,
2016,39,480082,1,,,,,
2016,39,480082,2,,,,,
2016,39,480082,99,,,,,
2016,36,480091,1,,,,,
2016,36,480091,2,,,,,
2016,36,480091,99,,,,,
2016,45,480107,1,,,,,
2016,45,480107,2,,,,,
2016,45,480107,99,,,,,
2016,48,480125,1,,,,,
2016,48,480125,2,,,,,
2016,48,480125,99,,,,,
2016,42,480134,1,1.0,1.0,,1.0,1.0
2016,42,480134,2,2.0,2.0,,2.0,2.0
2016,42,480134,99,3.0,3.0,,3.0,3.0
2016,12,480143,1,,,,,
2016,12,480143,2,,,,,
2016,12,480143,99,,,,,
2016,21,480161,1,,,,,
2016,21,480161,2,,,,,
2016,21,480161,99,,,,,
2016,27,480170,1,,,,,
2016,27,480170,2,,,,,
2016,27,480170,99,,,,,
2016,42,480189,1,,,,,
2016,42,480189,2,,,,,
2016,42,480189,99,,,,,
2016,41,480198,1,,,,,
2016,41,480198,2,,,,,
2016,41,480198,99,,,,,
2016,6,480204,1,,,,,
2016,6,480204,2,,,,,
2016,6,480204,99,,,,,
2016,13,480301,1,,,,,
2016,13,480301,2,,,,,
2016,13,480301,99,,,,,
2016,24,480310,1,,,,,
2016,24,480310,2,,,,,
2016,24,480310,99,,,,,
2016,51,480329,1,,,,,
2016,51,480329,2,,,,,
2016,51,480329,99,,,,,
2016,29,480338,1,,,,,
2016,29,480338,2,,,,,
2016,29,480338,99,,,,,
2016,4,480347,1,,,,,
2016,4,480347,2,,,,,
2016,4,480347,99,,,,,
2016,6,480471,1,,,,,
2016,6,480471,2,,,,,
2016,6,480471,99,,,,,
2016,39,480480,1,,,,,
2016,39,480480,2,,,,,
2016,39,480480,99,,,,,
2016,19,480499,1,0.0,,,,
2016,19,480499,2,0.0,,,,
2016,19,480499,99,0.0,,,,
2016,17,480514,1,,,,,
2016,17,480514,2,,,,,
2016,17,480514,99,,,,,
2016,39,480523,1,,,,,
2016,39,480523,2,,,,,
2016,39,480523,99,,,,,
2016,39,480532,1,,,,,
2016,39,480532,2,,,,,
2016,39,480532,99,,,,,
2016,21,480550,1,,,,,
2016,21,480550,2,,,,,
2016,21,480550,99,,,,,
2016,12,480569,1,,,,,
2016,12,480569,2,,,,,
2016,12,480569,99,,,,,
2016,20,480657,1,,,,,
2016,20,480657,2,,,,,
2016,20,480657,99,,,,,
2016,24,480693,1,,,,,
2016,24,480693,2,,,,,
2016,24,480693,99,,,,,
2016,6,480718,1,,,,,
2016,6,480718,2,,,,,
2016,6,480718,99,,,,,
2016,26,480727,1,,,,,
2016,26,480727,2,,,,,
2016,26,480727,99,,,,,
2016,9,480736,1,,,,,
2016,9,480736,2,,,,,
2016,9,480736,99,,,,,
2016,26,480754,1,,,,,
2016,26,480754,2,,,,,
2016,26,480754,99,,,,,
2016,6,480781,1,,,,,
2016,6,480781,2,,,,,
2016,6,480781,99,,,,,
2016,8,480790,1,,,,,
2016,8,480790,2,,,,,
2016,8,480790,99,,,,,
2016,37,480815,1,,,,,
2016,37,480815,2,,,,,
2016,37,480815,99,,,,,
2016,48,480824,1,,,,,
2016,48,480824,2,,,,,
2016,48,480824,99,,,,,
2016,48,480833,1,,,,,
2016,48,480833,2,,,,,
2016,48,480833,99,,,,,
2016,12,480842,1,,,,,
2016,12,480842,2,,,,,
2016,12,480842,99,,,,,
2016,12,480851,1,,,,,
2016,12,480851,2,,,,,
2016,12,480851,99,,,,,
2016,29,480879,1,,,,,
2016,29,480879,2,,,,,
2016,29,480879,99,,,,,
2016,48,480888,1,,,,,
2016,48,480888,2,,,,,
2016,48,480888,99,,,,,
2016,9,480903,1,,,,,
2016,9,480903,2,,,,,
2016,9,480903,99,,,,,
2016,48,480912,1,4.0,2.0,2.0,,2.0
2016,48,480912,2,2.0,2.0,2.0,,2.0
2016,48,480912,99,6.0,4.0,4.0,,4.0
2016,5,480921,1,,,,,
2016,5,480921,2,,,,,
2016,5,480921,99,,,,,
2016,51,480930,1,,,,,
2016,51,480930,2,,,,,
2016,51,480930,99,,,,,
2016,40,480967,1,,,,,
2016,40,480967,2,,,,,
2016,40,480967,99,,,,,
2016,1,480976,1,,,,,
2016,1,480976,2,,,,,
2016,1,480976,99,,,,,
2016,49,480985,1,0.0,,,,
2016,49,480985,2,4.0,4.0,2.0,,2.0
2016,49,480985,99,4.0,4.0,2.0,,2.0
2016,24,480994,1,,,,,
2016,24,480994,2,,,,,
2016,24,480994,99,,,,,
2016,48,481003,1,,,,,
2016,48,481003,2,,,,,
2016,48,481003,99,,,,,
2016,42,481021,1,,,,,
2016,42,481021,2,,,,,
2016,42,481021,99,,,,,
2016,54,481030,1,,,,,
2016,54,481030,2,,,,,
2016,54,481030,99,,,,,
2016,29,481049,1,,,,,0.0
2016,29,481049,2,,,,,0.0
2016,29,481049,99,0.0,,,,
2016,6,481058,1,4.0,2.0,1.0,1.0,2.0
2016,6,481058,2,7.0,6.0,4.0,2.0,6.0
2016,6,481058,99,11.0,8.0,5.0,3.0,8.0
2016,17,481085,1,,,,,
2016,17,481085,2,,,,,
2016,17,481085,99,,,,,
2016,36,481094,1,,,,,
2016,36,481094,2,,,,,
2016,36,481094,99,,,,,
2016,49,481100,1,,,,,
2016,49,481100,2,,,,,
2016,49,481100,99,,,,,
2016,11,481119,1,,,,,
2016,11,481119,2,,,,,
2016,11,481119,99,,,,,
2016,6,481128,1,,,,,
2016,6,481128,2,,,,,
2016,6,481128,99,,,,,
2016,55,481137,1,28.0,21.0,14.0,,14.0
2016,55,481137,2,21.0,18.0,13.0,,13.0
2016,55,481137,99,49.0,39.0,27.0,,27.0
2016,13,481146,1,,,,,
2016,13,481146,2,,,,,
2016,13,481146,99,,,,,
2016,13,481155,1,,,,,
2016,13,481155,2,,,,,
2016,13,481155,99,,,,,
2016,36,481164,1,,,,,
2016,36,481164,2,,,,,
2016,36,481164,99,,,,,
2016,6,481182,1,0.0,,,,
2016,6,481182,2,0.0,,,,
2016,6,481182,99,0.0,,,,
2016,6,481191,1,,,,,
2016,6,481191,2,,,,,
2016,6,481191,99,,,,,
2016,24,481207,1,,,,,
2016,24,481207,2,,,,,
2016,24,481207,99,,,,,
2016,47,481225,1,,,,,
2016,47,481225,2,,,,,
2016,47,481225,99,,,,,
2016,6,481234,1,,,,,
2016,6,481234,2,,,,,
2016,6,481234,99,,,,,
2016,36,481243,1,,,,,
2016,36,481243,2,,,,,
2016,36,481243,99,,,,,
2016,12,481252,1,,,,,
2016,12,481252,2,,,,,
2016,12,481252,99,,,,,
2016,49,481261,1,,,,,
2016,49,481261,2,,,,,
2016,49,481261,99,,,,,
2016,6,481289,1,,,,,
2016,6,481289,2,,,,,
2016,6,481289,99,,,,,
2016,6,481298,1,,,,,
2016,6,481298,2,,,,,
2016,6,481298,99,,,,,
2016,36,481304,1,,,,,
2016,36,481304,2,,,,,
2016,36,481304,99,,,,,
2016,12,481313,1,,,,,
2016,12,481313,2,,,,,
2016,12,481313,99,,,,,
2016,48,481322,1,,,,,
2016,48,481322,2,,,,,
2016,48,481322,99,,,,,
2016,36,481331,1,,,,,
2016,36,481331,2,,,,,
2016,36,481331,99,,,,,
2016,47,481340,1,,,,,
2016,47,481340,2,,,,,
2016,47,481340,99,,,,,
2016,23,481359,1,,,,,
2016,23,481359,2,,,,,
2016,23,481359,99,,,,,
2016,12,481368,1,,,,,
2016,12,481368,2,,,,,
2016,12,481368,99,,,,,
2016,37,481377,1,,,,,
2016,37,481377,2,,,,,
2016,37,481377,99,,,,,
2016,6,481386,1,,,,,
2016,6,481386,2,,,,,
2016,6,481386,99,,,,,
2016,6,481395,1,,,,,
2016,6,481395,2,,,,,
2016,6,481395,99,,,,,
2016,48,481401,1,,,,,
2016,48,481401,2,,,,,
2016,48,481401,99,,,,,
2016,36,481410,1,31.0,27.0,21.0,,21.0
2016,36,481410,2,0.0,,,,
2016,36,481410,99,31.0,27.0,21.0,,21.0
2016,34,481429,1,,,,,
2016,34,481429,2,,,,,
2016,34,481429,99,,,,,
2016,34,481438,1,25.0,18.0,14.0,,14.0
2016,34,481438,2,0.0,,,,
2016,34,481438,99,25.0,18.0,14.0,,14.0
2016,34,481447,1,,,,,
2016,34,481447,2,,,,,
2016,34,481447,99,,,,,
2016,49,481456,1,,,,,
2016,49,481456,2,,,,,
2016,49,481456,99,,,,,
2016,22,481465,1,,,,,
2016,22,481465,2,,,,,
2016,22,481465,99,,,,,
2016,6,481474,1,,,,,
2016,6,481474,2,,,,,
2016,6,481474,99,,,,,
2016,12,481483,1,,,,,
2016,12,481483,2,,,,,
2016,12,481483,99,,,,,
2016,34,481508,1,,,,,
2016,34,481508,2,,,,,
2016,34,481508,99,,,,,
2016,29,481517,1,,,,,
2016,29,481517,2,,,,,
2016,29,481517,99,,,,,
2016,51,481526,1,,,,,
2016,51,481526,2,,,,,
2016,51,481526,99,,,,,
2016,6,481535,1,,,,,
2016,6,481535,2,,,,,
2016,6,481535,99,,,,,
2016,39,481544,1,,,,,
2016,39,481544,2,,,,,
2016,39,481544,99,,,,,
2016,6,481562,1,,,,,
2016,6,481562,2,,,,,
2016,6,481562,99,,,,,
2016,9,481571,1,,,,,
2016,9,481571,2,,,,,
2016,9,481571,99,,,,,
2016,26,481599,1,,,,,
2016,26,481599,2,,,,,
2016,26,481599,99,,,,,
2016,12,481614,1,,,,,
2016,12,481614,2,,,,,
2016,12,481614,99,,,,,
2016,48,481623,1,,,,,
2016,48,481623,2,,,,,
2016,48,481623,99,,,,,
2016,12,481632,1,,,,,
2016,12,481632,2,,,,,
2016,12,481632,99,,,,,
2016,40,481669,1,,,,,
2016,40,481669,2,,,,,
2016,40,481669,99,,,,,
2016,13,481678,1,,,,,
2016,13,481678,2,,,,,
2016,13,481678,99,,,,,
2016,37,481720,1,,,,,
2016,37,481720,2,,,,,
2016,37,481720,99,,,,,
2016,17,481739,1,,,,,
2016,17,481739,2,,,,,
2016,17,481739,99,,,,,
2016,17,481748,1,,,,,
2016,17,481748,2,,,,,
2016,17,481748,99,,,,,
2016,29,481766,1,,,,,
2016,29,481766,2,,,,,
2016,29,481766,99,,,,,
2016,36,481845,1,,,,,
2016,36,481845,2,,,,,
2016,36,481845,99,,,,,
2016,6,481854,1,,,,,
2016,6,481854,2,,,,,
2016,6,481854,99,,,,,
2016,18,481863,1,,,,,
2016,18,481863,2,,,,,
2016,18,481863,99,,,,,
2016,21,481890,1,,,,,
2016,21,481890,2,,,,,
2016,21,481890,99,,,,,
2016,54,481906,1,,,,,
2016,54,481906,2,,,,,
2016,54,481906,99,,,,,
2016,29,481915,1,,,,,
2016,29,481915,2,,,,,
2016,29,481915,99,,,,,
2016,48,481942,1,,,,,
2016,48,481942,2,,,,,
2016,48,481942,99,,,,,
2016,6,481960,1,,,,,
2016,6,481960,2,,,,,
2016,6,481960,99,,,,,
2016,29,481988,1,,,,,
2016,29,481988,2,,,,,
2016,29,481988,99,,,,,
2016,48,482015,1,,,,,
2016,48,482015,2,,,,,
2016,48,482015,99,,,,,
2016,12,482024,1,,,,,
2016,12,482024,2,,,,,
2016,12,482024,99,,,,,
2016,16,482033,1,,,,,
2016,16,482033,2,,,,,
2016,16,482033,99,,,,,
2016,6,482060,1,,,,,
2016,6,482060,2,,,,,
2016,6,482060,99,,,,,
2016,29,482097,1,,,,,
2016,29,482097,2,,,,,
2016,29,482097,99,,,,,
2016,24,482103,1,,,,,
2016,24,482103,2,,,,,
2016,24,482103,99,,,,,
2016,13,482149,1,792.0,601.0,286.0,5.0,291.0
2016,13,482149,2,1496.0,1166.0,488.0,9.0,497.0
2016,13,482149,99,2288.0,1767.0,774.0,14.0,788.0
2016,13,482158,1,2151.0,1563.0,720.0,257.0,977.0
2016,13,482158,2,2948.0,2040.0,835.0,389.0,1224.0
2016,13,482158,99,5099.0,3603.0,1555.0,646.0,2201.0
2016,17,482167,1,,,,,
2016,17,482167,2,,,,,
2016,17,482167,99,,,,,
2016,8,482176,1,,,,,
2016,8,482176,2,,,,,
2016,8,482176,99,,,,,
2016,53,482185,1,80.0,55.0,35.0,,35.0
2016,53,482185,2,26.0,22.0,17.0,,17.0
2016,53,482185,99,106.0,77.0,52.0,,52.0
2016,36,482194,1,,,,,
2016,36,482194,2,,,,,
2016,36,482194,99,,,,,
2016,48,482200,1,,,,,
2016,48,482200,2,,,,,
2016,48,482200,99,,,,,
2016,51,482228,1,,,,,
2016,51,482228,2,,,,,
2016,51,482228,99,,,,,
2016,38,482246,1,,,,,
2016,38,482246,2,,,,,
2016,38,482246,99,,,,,
2016,32,482255,1,,,,,
2016,32,482255,2,,,,,
2016,32,482255,99,,,,,
2016,40,482264,1,,,,,
2016,40,482264,2,,,,,
2016,40,482264,99,,,,,
2016,40,482273,1,,,,,
2016,40,482273,2,,,,,
2016,40,482273,99,,,,,
2016,6,482291,1,,,,,
2016,6,482291,2,,,,,
2016,6,482291,99,,,,,
2016,48,482307,1,,,,,
2016,48,482307,2,,,,,
2016,48,482307,99,,,,,
2016,48,482316,1,,,,,
2016,48,482316,2,,,,,
2016,48,482316,99,,,,,
2016,48,482325,1,,,,,
2016,48,482325,2,,,,,
2016,48,482325,99,,,,,
2016,48,482334,1,,,,,
2016,48,482334,2,,,,,
2016,48,482334,99,,,,,
2016,27,482343,1,,,,,
2016,27,482343,2,,,,,
2016,27,482343,99,,,,,
2016,29,482352,1,,,,,
2016,29,482352,2,,,,,
2016,29,482352,99,,,,,
2016,20,482361,1,,,,,
2016,20,482361,2,,,,,
2016,20,482361,99,,,,,
2016,18,482370,1,,,,,
2016,18,482370,2,,,,,
2016,18,482370,99,,,,,
2016,41,482389,1,,,,,
2016,41,482389,2,,,,,
2016,41,482389,99,,,,,
2016,29,482398,1,,,,,
2016,29,482398,2,,,,,
2016,29,482398,99,,,,,
2016,36,482413,1,53.0,51.0,24.0,7.0,31.0
2016,36,482413,2,28.0,26.0,16.0,4.0,20.0
2016,36,482413,99,81.0,77.0,40.0,11.0,51.0
2016,4,482422,1,41.0,35.0,25.0,6.0,31.0
2016,4,482422,2,16.0,15.0,8.0,3.0,11.0
2016,4,482422,99,57.0,50.0,33.0,9.0,42.0
2016,6,482431,1,139.0,128.0,43.0,37.0,80.0
2016,6,482431,2,91.0,85.0,34.0,22.0,56.0
2016,6,482431,99,230.0,213.0,77.0,59.0,136.0
2016,8,482440,1,7.0,7.0,4.0,2.0,6.0
2016,8,482440,2,10.0,9.0,5.0,4.0,9.0
2016,8,482440,99,17.0,16.0,9.0,6.0,15.0
2016,12,482459,1,24.0,20.0,9.0,3.0,12.0
2016,12,482459,2,32.0,30.0,12.0,16.0,28.0
2016,12,482459,99,56.0,50.0,21.0,19.0,40.0
2016,13,482468,1,43.0,38.0,13.0,10.0,23.0
2016,13,482468,2,31.0,26.0,13.0,8.0,21.0
2016,13,482468,99,74.0,64.0,26.0,18.0,44.0
2016,17,482477,1,455.0,409.0,116.0,206.0,322.0
2016,17,482477,2,873.0,798.0,273.0,391.0,664.0
2016,17,482477,99,1328.0,1207.0,389.0,597.0,986.0
2016,18,482486,1,0.0,,,,
2016,18,482486,2,1.0,1.0,1.0,0.0,1.0
2016,18,482486,99,1.0,1.0,1.0,0.0,1.0
2016,26,482510,1,,,,,
2016,26,482510,2,,,,,
2016,26,482510,99,,,,,
2016,27,482529,1,,,,,
2016,27,482529,2,,,,,
2016,27,482529,99,,,,,
2016,29,482538,1,15.0,15.0,11.0,3.0,14.0
2016,29,482538,2,3.0,2.0,,,0.0
2016,29,482538,99,18.0,17.0,11.0,3.0,14.0
2016,32,482547,1,1.0,1.0,1.0,0.0,1.0
2016,32,482547,2,2.0,2.0,1.0,1.0,2.0
2016,32,482547,99,3.0,3.0,2.0,1.0,3.0
2016,34,482556,1,72.0,70.0,35.0,14.0,49.0
2016,34,482556,2,22.0,19.0,6.0,5.0,11.0
2016,34,482556,99,94.0,89.0,41.0,19.0,60.0
2016,37,482565,1,5.0,5.0,4.0,0.0,4.0
2016,37,482565,2,5.0,3.0,0.0,2.0,2.0
2016,37,482565,99,10.0,8.0,4.0,2.0,6.0
