year,fips,unitid,reqt_hs_diploma,reqt_hs_rank,reqt_test_scores,reqt_sat_scores,reqt_other_test,reqt_residence,reqt_ability_to_benefit,reqt_age,reqt_toefl,reqt_other,years_college_reqd,no_entering_freshmen,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_act_report_period,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2016,17,144944,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,144962,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,31.0,6.0,457.0,96.0,450.0,590.0,450.0,580.0,20.0,26.0,20.0,27.0,19.0,26.0,,,,
2016,17,144971,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,5.0,3.0,148.0,97.0,410.0,620.0,410.0,590.0,19.0,25.0,18.0,25.0,18.0,24.0,,,,
2016,17,145099,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145239,,2.0,0.0,,0.0,,,,0.0,,-2.0,,0.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,145275,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145309,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145336,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,204.0,94.0,,,,,17.0,21.0,16.0,22.0,16.0,20.0,,,,
2016,17,145354,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,0.0,0.0,1.0,100.0,,,,,,,,,,,,,,
2016,17,145372,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,2.0,2.0,0.0,3.0,,41.0,21.0,149.0,79.0,400.0,540.0,440.0,540.0,18.0,25.0,16.0,24.0,16.0,25.0,,,,
2016,17,145406,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145424,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145433,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145460,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145497,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,2.0,,43.0,51.0,40.0,49.0,480.0,610.0,450.0,595.0,20.0,27.0,21.0,28.0,18.0,24.0,,,,
2016,17,145521,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145558,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145600,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,173.0,5.0,3197.0,95.0,480.0,580.0,510.0,655.0,21.0,27.0,21.0,28.0,21.0,27.0,,,,
2016,17,145619,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145628,,,,,,,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145637,,3.0,1.0,,0.0,,,,3.0,,-2.0,,0.0,0.0,1.0,1.0,0.0,0.0,,1564.0,21.0,6421.0,85.0,580.0,690.0,705.0,790.0,26.0,32.0,25.0,33.0,25.0,32.0,,,,
2016,17,145646,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,1.0,,48.0,11.0,381.0,90.0,510.0,640.0,620.0,760.0,25.0,29.0,25.0,31.0,24.0,29.0,,,,
2016,17,145682,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145691,,2.0,2.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,145707,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145725,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,140.0,28.0,396.0,79.0,510.0,640.0,620.0,720.0,26.0,31.0,25.0,32.0,27.0,32.0,,,,
2016,17,145770,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145813,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,3654.0,99.0,,,,,21.0,26.0,21.0,26.0,19.0,26.0,,,,
2016,17,145831,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,145886,,,,,,,,,,,7.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146010,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146205,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146241,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146278,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146296,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146339,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,32.0,18.0,152.0,85.0,440.0,610.0,470.0,620.0,19.0,24.0,19.0,25.0,18.0,25.0,,,,
2016,17,146348,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146366,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146393,,0.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,146418,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146427,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,146454,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146472,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146481,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,146490,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146506,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146533,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146603,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146612,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,2.0,,20.0,3.0,616.0,96.0,460.0,600.0,520.0,610.0,21.0,26.0,20.0,26.0,19.0,26.0,,,,
2016,17,146667,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,1.0,1.0,,3.0,4.0,80.0,95.0,450.0,480.0,420.0,520.0,19.0,24.0,19.0,24.0,17.0,24.0,,,,
2016,17,146676,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,2.0,0.0,,5.0,1.0,365.0,97.0,270.0,410.0,340.0,400.0,15.0,19.0,14.0,19.0,15.0,18.0,,,,
2016,17,146685,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146700,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146719,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,459.0,18.0,2312.0,88.0,520.0,630.0,510.0,630.0,24.0,29.0,24.0,31.0,23.0,28.0,,,,
2016,17,146728,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146755,,0.0,0.0,,0.0,,,,1.0,,2.0,,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,146807,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146816,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,146825,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,3.0,3.0,,9.0,6.0,132.0,93.0,390.0,460.0,460.0,480.0,18.0,22.0,17.0,22.0,17.0,22.0,,,,
2016,17,146977,,,,,,,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147004,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147013,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,2.0,,49.0,11.0,415.0,91.0,410.0,560.0,445.0,550.0,20.0,24.0,19.0,25.0,18.0,25.0,,,,
2016,17,147031,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147129,,0.0,1.0,,0.0,,,,0.0,,-2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,17.0,100.0,,,,,19.0,23.0,19.0,21.0,16.0,21.0,,,,
2016,17,147165,,0.0,0.0,,1.0,,,,1.0,,-2.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,147244,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,1.0,,21.0,5.0,425.0,95.0,470.0,580.0,440.0,500.0,19.0,26.0,19.0,27.0,18.0,25.0,,,,
2016,17,147341,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,19.0,7.0,266.0,92.0,430.0,530.0,430.0,560.0,19.0,26.0,19.0,25.0,19.0,25.0,,,,
2016,17,147369,,0.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,147378,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147396,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147411,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147439,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147536,,0.0,0.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,147590,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147642,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147660,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,25.0,4.0,570.0,97.0,480.0,590.0,500.0,580.0,22.0,27.0,21.0,28.0,21.0,26.0,,,,
2016,17,147679,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,3.0,2.0,1.0,0.0,,50.0,13.0,338.0,89.0,430.0,580.0,442.0,580.0,18.0,24.0,18.0,24.0,17.0,24.0,,,,
2016,17,147697,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147703,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,32.0,2.0,1784.0,98.0,440.0,550.0,460.0,570.0,19.0,25.0,19.0,25.0,17.0,25.0,,,,
2016,17,147749,,0.0,2.0,,1.0,,,,2.0,,-2.0,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,147767,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,746.0,38.0,1405.0,71.0,690.0,760.0,710.0,800.0,32.0,34.0,32.0,34.0,32.0,34.0,,,,
2016,17,147776,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,1.0,801.0,100.0,410.0,420.0,410.0,510.0,16.0,20.0,13.0,21.0,15.0,19.0,,,,
2016,17,147800,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147819,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147828,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,125.0,18.0,639.0,91.0,470.0,600.0,470.0,600.0,21.0,27.0,21.0,28.0,19.0,27.0,,,,
2016,17,147916,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,147970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148007,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148016,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,1.0,2.0,,95.0,83.0,44.0,39.0,490.0,620.0,480.0,620.0,22.0,28.0,21.0,29.0,20.0,27.0,,,,
2016,17,148098,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148131,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,9.0,3.0,276.0,96.0,440.0,570.0,470.0,590.0,18.0,24.0,17.0,25.0,16.0,24.0,,,,
2016,17,148140,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148177,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148256,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148292,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148335,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,148380,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148399,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148405,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,3.0,2.0,155.0,95.0,490.0,640.0,460.0,570.0,19.0,24.0,18.0,24.0,18.0,24.0,,,,
2016,17,148487,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,51.0,15.0,279.0,83.0,455.0,595.0,450.0,550.0,19.0,24.0,20.0,25.0,17.0,24.0,,,,
2016,17,148496,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,12.0,2.0,491.0,99.0,480.0,570.0,430.0,630.0,20.0,25.0,18.0,25.0,20.0,26.0,,,,
2016,17,148511,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148575,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148584,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,8.0,4.0,203.0,96.0,440.0,530.0,470.0,580.0,20.0,26.0,20.0,25.0,19.0,25.0,,,,
2016,17,148593,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148627,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,2.0,0.0,,7.0,1.0,615.0,100.0,435.0,510.0,430.0,525.0,19.0,24.0,19.0,24.0,18.0,23.0,,,,
2016,17,148654,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,16.0,5.0,283.0,94.0,423.0,598.0,463.0,548.0,20.0,26.0,20.0,27.0,18.0,26.0,,,,
2016,17,148672,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148821,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148849,,0.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,148876,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148885,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148937,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148955,,0.0,0.0,,1.0,,,,0.0,,-2.0,,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2016,17,148982,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,148991,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149028,,0.0,0.0,,1.0,,,,1.0,,2.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2016,17,149204,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149222,,2.0,1.0,,0.0,,,,3.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,66.0,4.0,1556.0,97.0,440.0,570.0,440.0,560.0,19.0,25.0,19.0,26.0,18.0,25.0,,,,
2016,17,149231,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,38.0,2.0,1908.0,99.0,458.0,505.0,440.0,558.0,20.0,26.0,20.0,26.0,18.0,26.0,,,,
2016,17,149240,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149310,,,,,,,,,,,-2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149329,,0.0,0.0,,0.0,,,,0.0,,-2.0,,0.0,0.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
2016,17,149365,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149499,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149505,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,2.0,,15.0,9.0,152.0,95.0,416.0,618.0,450.0,600.0,20.0,27.0,20.0,27.0,22.0,26.0,,,,
2016,17,149514,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,19.0,13.0,129.0,88.0,450.0,570.0,430.0,620.0,20.0,27.0,19.0,27.0,20.0,26.0,,,,
2016,17,149532,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149550,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149587,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149639,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,3.0,3.0,1.0,1.0,,1.0,5.0,20.0,95.0,,,,,20.0,25.0,20.0,29.0,20.0,27.0,,,,
2016,17,149727,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149763,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,17,149772,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,1496.0,98.0,,,,,18.0,23.0,17.0,23.0,17.0,23.0,,,,
2016,17,149781,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,269.0,46.0,426.0,72.0,590.0,710.0,580.0,690.0,27.0,32.0,27.0,34.0,25.0,30.0,,,,
2016,17,149842,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150048,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150066,,1.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,308.0,74.0,258.0,62.0,450.0,550.0,460.0,560.0,19.0,25.0,17.0,25.0,19.0,25.0,,,,
2016,18,150075,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150136,,0.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,2.0,1.0,1.0,2.0,0.0,,2064.0,53.0,1791.0,46.0,500.0,590.0,490.0,580.0,20.0,24.0,19.0,24.0,18.0,24.0,,,,
2016,18,150145,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,152.0,63.0,123.0,51.0,440.0,560.0,470.0,590.0,20.0,25.0,20.0,25.0,19.0,26.0,,,,
2016,18,150163,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,2.0,,610.0,49.0,1020.0,81.0,530.0,630.0,530.0,638.0,25.0,30.0,24.0,31.0,24.0,28.0,,,,
2016,18,150172,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150215,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150251,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150288,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150303,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150400,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,280.0,50.0,434.0,78.0,510.0,620.0,530.0,660.0,24.0,29.0,24.0,30.0,24.0,28.0,,,,
2016,18,150428,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150437,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150455,,0.0,2.0,,0.0,,,,2.0,,4.0,,0.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2016,18,150534,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,2.0,2.0,3.0,3.0,,325.0,61.0,360.0,67.0,490.0,600.0,500.0,620.0,23.0,29.0,22.0,30.0,22.0,28.0,,,,
2016,18,150604,,2.0,1.0,,0.0,,,,0.0,,-2.0,,0.0,1.0,2.0,2.0,2.0,2.0,,192.0,80.0,129.0,54.0,420.0,530.0,430.0,550.0,19.0,25.0,18.0,26.0,18.0,26.0,,,,
2016,18,150668,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,136.0,74.0,61.0,33.0,430.0,623.0,440.0,573.0,22.0,29.0,21.0,29.0,20.0,27.0,,,,
2016,18,150677,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,1.0,0.0,,252.0,63.0,230.0,58.0,470.0,590.0,460.0,580.0,21.0,27.0,20.0,28.0,19.0,27.0,,,,
2016,18,150695,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150710,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150756,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,122.0,40.0,186.0,60.0,470.0,580.0,470.0,570.0,22.0,27.0,22.0,27.0,20.0,27.0,,,,
2016,18,150765,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150774,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,117.0,55.0,95.0,45.0,440.0,580.0,410.0,590.0,19.0,29.0,18.0,29.0,17.0,27.0,,,,
2016,18,150853,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,150941,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,150.0,73.0,112.0,55.0,450.0,570.0,450.0,580.0,18.0,25.0,18.0,25.0,18.0,25.0,,,,
2016,18,150987,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2016,18,151102,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,2.0,,1322.0,83.0,573.0,36.0,430.0,540.0,430.0,540.0,18.0,24.0,17.0,24.0,17.0,25.0,,,,
2016,18,151111,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,0.0,0.0,,3336.0,83.0,1977.0,49.0,440.0,560.0,450.0,570.0,19.0,26.0,18.0,25.0,18.0,26.0,,,,
2016,18,151166,,0.0,0.0,,1.0,,,,0.0,,-2.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2016,18,151263,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,777.0,78.0,570.0,57.0,440.0,550.0,450.0,570.0,20.0,26.0,18.0,25.0,19.0,26.0,,,,
2016,18,151290,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,3.0,3.0,0.0,,259.0,54.0,231.0,48.0,400.0,500.0,400.0,540.0,17.0,24.0,15.0,22.0,16.0,24.0,,,,
2016,18,151306,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,0.0,0.0,,1088.0,65.0,891.0,53.0,450.0,540.0,440.0,540.0,19.0,25.0,18.0,25.0,18.0,25.0,,,,
2016,18,151324,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,2.0,2.0,2.0,2.0,,1822.0,74.0,1126.0,46.0,400.0,510.0,390.0,510.0,16.0,22.0,15.0,22.0,16.0,23.0,,,,
2016,18,151333,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,0.0,0.0,,431.0,85.0,107.0,21.0,410.0,520.0,420.0,510.0,18.0,23.0,16.0,22.0,17.0,23.0,,,,
2016,18,151342,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,0.0,0.0,,710.0,78.0,286.0,31.0,420.0,520.0,420.0,530.0,18.0,23.0,16.0,23.0,17.0,24.0,,,,
