year,fips,unitid,reqt_hs_diploma,reqt_hs_rank,reqt_test_scores,reqt_sat_scores,reqt_other_test,reqt_residence,reqt_ability_to_benefit,reqt_age,reqt_toefl,reqt_other,years_college_reqd,no_entering_freshmen,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_act_report_period,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2017,48,227331,,3.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,267.0,79.0,134.0,40.0,470.0,550.0,460.0,530.0,17.0,21.0,16.0,21.0,17.0,21.0,,,,
2017,48,227368,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,3.0,2.0,,2066.0,46.0,3360.0,75.0,480.0,570.0,470.0,550.0,17.0,22.0,16.0,21.0,17.0,22.0,,,,
2017,48,227377,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227386,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227401,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227429,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,1.0,,54.0,38.0,88.0,62.0,360.0,480.0,370.0,470.0,14.0,17.0,11.0,16.0,15.0,17.0,,,,
2017,48,227526,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,2.0,,1619.0,79.0,934.0,46.0,440.0,530.0,430.0,520.0,16.0,20.0,14.0,20.0,16.0,20.0,,,,
2017,48,227687,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227748,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227757,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,1.0,2.0,,625.0,60.0,729.0,70.0,730.0,780.0,760.0,800.0,33.0,35.0,33.0,35.0,31.0,35.0,,,,
2017,48,227766,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227836,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227845,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,441.0,56.0,322.0,41.0,550.0,640.0,530.0,610.0,22.0,28.0,22.0,28.0,21.0,26.0,,,,
2017,48,227854,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227863,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,1.0,,207.0,70.0,79.0,27.0,540.0,620.0,530.0,615.0,21.0,27.0,21.0,26.0,19.0,27.0,,,,
2017,48,227881,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,0.0,0.0,,2182.0,76.0,1331.0,46.0,500.0,580.0,500.0,560.0,19.0,23.0,20.0,26.0,18.0,23.0,,,,
2017,48,227924,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,227979,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228042,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,226.0,66.0,115.0,34.0,480.0,580.0,480.0,560.0,19.0,24.0,17.0,23.0,16.0,23.0,,,,
2017,48,228088,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228149,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,2.0,0.0,,471.0,73.0,287.0,45.0,520.0,620.0,520.0,610.0,20.0,26.0,19.0,25.0,18.0,25.0,,,,
2017,48,228158,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228185,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228194,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228200,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228219,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228246,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,2.0,,512.0,36.0,1029.0,72.0,630.0,710.0,640.0,730.0,28.0,32.0,28.0,34.0,27.0,31.0,,,,
2017,48,228282,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228316,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228325,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,1.0,0.0,,152.0,47.0,201.0,62.0,440.0,550.0,460.0,530.0,17.0,24.0,16.0,23.0,16.0,23.0,,,,
2017,48,228343,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,279.0,77.0,203.0,56.0,570.0,670.0,540.0,650.0,23.0,29.0,22.0,30.0,22.0,27.0,,,,
2017,48,228431,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,0.0,0.0,,1698.0,73.0,1219.0,52.0,500.0,600.0,490.0,580.0,18.0,24.0,17.0,24.0,17.0,24.0,,,,
2017,48,228459,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,0.0,0.0,,4027.0,69.0,1846.0,31.0,510.0,610.0,510.0,590.0,20.0,26.0,19.0,25.0,19.0,25.0,,,,
2017,48,228468,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,76.0,55.0,63.0,45.0,450.0,610.0,450.0,530.0,18.0,24.0,17.0,26.0,16.0,26.0,,,,
2017,48,228486,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228501,,1.0,3.0,,1.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,17.0,6.0,137.0,49.0,395.0,520.0,410.0,500.0,16.0,20.0,14.0,20.0,16.0,20.0,,,,
2017,48,228529,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,0.0,0.0,,1204.0,63.0,1017.0,54.0,480.0,570.0,470.0,560.0,18.0,23.0,16.0,22.0,17.0,23.0,,,,
2017,48,228547,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228608,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228635,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228644,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228653,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228699,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228705,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,0.0,1.0,2.0,0.0,0.0,,500.0,45.0,609.0,55.0,470.0,570.0,470.0,560.0,17.0,22.0,15.0,21.0,16.0,22.0,,,,
2017,48,228723,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,6430.0,55.0,5209.0,45.0,570.0,670.0,570.0,690.0,25.0,30.0,23.0,31.0,24.0,29.0,,,,
2017,48,228732,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228769,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,2876.0,85.0,1417.0,42.0,530.0,630.0,530.0,640.0,20.0,27.0,19.0,26.0,19.0,26.0,,,,
2017,48,228778,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,0.0,1.0,1.0,0.0,0.0,,6160.0,73.0,5425.0,64.0,620.0,720.0,600.0,740.0,26.0,33.0,25.0,34.0,26.0,32.0,,,,
2017,48,228787,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,0.0,0.0,,2309.0,73.0,1440.0,45.0,600.0,700.0,620.0,730.0,26.0,32.0,25.0,34.0,26.0,32.0,,,,
2017,48,228796,,1.0,1.0,,1.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,2158.0,60.0,1390.0,39.0,460.0,570.0,460.0,560.0,16.0,22.0,15.0,21.0,16.0,22.0,,,,
2017,48,228802,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,486.0,67.0,425.0,59.0,540.0,630.0,530.0,610.0,21.0,26.0,21.0,28.0,20.0,26.0,,,,
2017,48,228866,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228875,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,2.0,,618.0,32.0,1330.0,68.0,570.0,660.0,560.0,670.0,25.0,30.0,26.0,33.0,25.0,29.0,,,,
2017,48,228884,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228909,,,,,,,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,228981,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,3.0,2.0,3.0,,347.0,83.0,182.0,44.0,480.0,580.0,488.0,570.0,19.0,24.0,16.0,23.0,17.0,24.0,,,,
2017,48,229018,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,292.0,70.0,198.0,46.0,480.0,530.0,470.0,590.0,17.0,22.0,15.0,22.0,17.0,23.0,,,,
2017,48,229027,,1.0,1.0,,2.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,3.0,2.0,,4199.0,83.0,1963.0,39.0,520.0,610.0,510.0,600.0,20.0,25.0,18.0,24.0,18.0,25.0,,,,
2017,48,229036,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229063,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,2.0,2.0,2.0,2.0,,1427.0,72.0,696.0,35.0,357.0,452.0,360.0,460.0,15.0,19.0,12.0,18.0,15.0,18.0,,,,
2017,48,229090,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229115,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,1.0,2.0,0.0,,3033.0,52.0,2738.0,47.0,540.0,620.0,530.0,620.0,22.0,27.0,21.0,26.0,21.0,26.0,,,,
2017,48,229160,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,167.0,55.0,103.0,34.0,460.0,550.0,470.0,550.0,20.0,24.0,18.0,24.0,18.0,24.0,,,,
2017,48,229179,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,841.0,66.0,607.0,48.0,460.0,550.0,430.0,530.0,17.0,23.0,15.0,23.0,17.0,23.0,,,,
2017,48,229267,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,286.0,45.0,349.0,54.0,620.0,710.0,610.0,700.0,27.0,32.0,27.0,34.0,26.0,30.0,,,,
2017,48,229300,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229337,,,,,,,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229355,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229407,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229416,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229425,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229504,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229522,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229540,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229656,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229780,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,0.0,0.0,0.0,,136.0,46.0,209.0,70.0,450.0,520.0,460.0,540.0,17.0,23.0,15.0,22.0,17.0,23.0,,,,
2017,48,229799,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229814,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,0.0,0.0,,565.0,45.0,880.0,71.0,490.0,590.0,490.0,580.0,19.0,23.0,16.0,23.0,17.0,24.0,,,,
2017,48,229832,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229841,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,48,229887,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,229957,,0.0,0.0,,1.0,,,,1.0,,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017,49,230010,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230038,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,3.0,1.0,0.0,,1538.0,28.0,5108.0,94.0,610.0,710.0,600.0,700.0,27.0,32.0,26.0,30.0,27.0,34.0,,,,
2017,15,230047,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,108.0,25.0,320.0,78.0,550.0,633.0,540.0,620.0,22.0,26.0,22.0,27.0,21.0,26.0,,,,
2017,49,230056,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230065,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230135,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230144,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230162,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230171,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230199,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230205,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230214,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230366,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230418,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230490,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230597,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230603,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,0.0,0.0,,171.0,9.0,1759.0,93.0,510.0,620.0,500.0,600.0,20.0,27.0,20.0,27.0,19.0,26.0,,,,
2017,49,230621,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230630,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230676,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230728,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,0.0,0.0,,143.0,3.0,3843.0,91.0,490.0,600.0,510.0,620.0,21.0,27.0,20.0,28.0,19.0,27.0,,,,
2017,49,230737,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230746,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230764,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,3.0,0.0,0.0,,747.0,18.0,3560.0,86.0,560.0,670.0,550.0,680.0,22.0,29.0,21.0,29.0,21.0,28.0,,,,
2017,49,230782,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,49,230807,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,2.0,,95.0,26.0,287.0,78.0,530.0,640.0,530.0,627.0,21.0,28.0,20.0,27.0,21.0,29.0,,,,
2017,50,230816,,2.0,0.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
2017,50,230834,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,309.0,82.0,65.0,17.0,470.0,570.0,450.0,560.0,17.0,23.0,15.0,22.0,16.0,22.0,,,,
2017,50,230852,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,1.0,,503.0,86.0,196.0,33.0,560.0,670.0,530.0,630.0,23.0,29.0,22.0,29.0,21.0,28.0,,,,
2017,50,230861,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,50,230889,,3.0,0.0,,0.0,,,,2.0,,-2.0,,0.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
2017,50,230898,,2.0,2.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2017,50,230913,,0.0,3.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,2.0,2.0,1.0,0.0,,45.0,20.0,16.0,7.0,450.0,560.0,420.0,540.0,20.0,25.0,19.0,25.0,18.0,25.0,,,,
2017,50,230931,,2.0,3.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,85.0,41.0,21.0,10.0,470.0,590.0,460.0,580.0,15.0,22.0,16.0,22.0,17.0,19.0,,,,
2017,50,230940,,0.0,0.0,,0.0,,,,1.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2017,50,230959,,2.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,2.0,1.0,2.0,1.0,0.0,,308.0,49.0,399.0,63.0,660.0,750.0,660.0,760.0,30.0,34.0,,,,,,,,
2017,50,230977,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,50,230995,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
2017,50,231004,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,50,231059,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
2017,50,231068,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,50,231077,,2.0,3.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,16.0,24.0,3.0,4.0,480.0,535.0,448.0,548.0,16.0,22.0,16.0,21.0,16.0,20.0,,,,
2017,50,231086,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,3.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
2017,50,231095,,0.0,0.0,,0.0,,,,1.0,,-2.0,,0.0,3.0,1.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
2017,50,231147,,,,,,,,,,,3.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,50,231156,,,,,,,,,,,-2.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,50,231165,,2.0,2.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
2017,50,231174,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,0.0,,2004.0,76.0,1019.0,39.0,600.0,680.0,580.0,670.0,25.0,30.0,25.0,32.0,25.0,29.0,,,,
2017,51,231280,,,,,,,,,,,-2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231411,,0.0,0.0,,1.0,,,,0.0,,-2.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017,51,231420,,1.0,1.0,,2.0,,,,1.0,,-2.0,,0.0,1.0,1.0,3.0,2.0,2.0,,181.0,64.0,100.0,36.0,420.0,523.0,410.0,510.0,17.0,22.0,16.0,21.0,17.0,20.0,,,,
2017,51,231536,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231554,,1.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,151.0,71.0,69.0,33.0,440.0,545.0,430.0,540.0,16.0,23.0,15.0,22.0,16.0,21.0,,,,
2017,51,231581,,2.0,1.0,,0.0,,,,3.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,482.0,90.0,135.0,25.0,500.0,600.0,470.0,570.0,18.0,25.0,17.0,25.0,17.0,25.0,,,,
2017,51,231624,,3.0,1.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,1117.0,73.0,757.0,49.0,660.0,740.0,640.0,740.0,29.0,33.0,30.0,35.0,27.0,32.0,,,,
2017,51,231651,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,201.0,42.0,71.0,15.0,500.0,610.0,430.0,580.0,19.0,27.0,20.0,29.0,17.0,25.0,,,,
2017,51,231688,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231697,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231712,,2.0,2.0,,0.0,,,,2.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
2017,51,231721,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231785,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231828,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231837,,0.0,3.0,,0.0,,,,3.0,,-2.0,,0.0,1.0,1.0,2.0,3.0,0.0,,60.0,96.0,18.0,29.0,482.0,597.0,450.0,560.0,19.0,25.0,,,,,,,,
2017,51,231873,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231882,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,231970,,,,,,,,,,,4.0,,-2.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232016,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232025,,2.0,1.0,,2.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,3.0,2.0,,172.0,68.0,115.0,45.0,498.0,590.0,490.0,580.0,19.0,25.0,18.0,27.0,18.0,25.0,,,,
2017,51,232043,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,0.0,,158.0,84.0,47.0,25.0,500.0,590.0,490.0,580.0,20.0,28.0,18.0,29.0,19.0,28.0,,,,
2017,51,232052,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232089,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,2.0,2.0,,168.0,46.0,55.0,15.0,430.0,540.0,420.0,530.0,15.0,22.0,13.0,21.0,16.0,19.0,,,,
2017,51,232186,,3.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,3.0,3.0,,2459.0,70.0,467.0,13.0,560.0,650.0,540.0,640.0,24.0,30.0,24.0,31.0,23.0,28.0,,,,
2017,51,232195,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232256,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,248.0,79.0,131.0,42.0,530.0,635.0,520.0,630.0,21.0,27.0,20.0,27.0,20.0,26.0,,,,
2017,51,232265,,2.0,1.0,,2.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,1.0,2.0,,243.0,24.0,364.0,36.0,500.0,570.0,480.0,550.0,20.0,24.0,21.0,25.0,19.0,24.0,,,,
2017,51,232308,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,2.0,1.0,0.0,,117.0,75.0,58.0,37.0,580.0,680.0,530.0,615.0,23.0,28.0,,,,,,,,
2017,51,232414,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232423,,0.0,3.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,4064.0,87.0,1628.0,35.0,560.0,640.0,540.0,620.0,23.0,28.0,,,,,,,,
2017,51,232450,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232557,,0.0,1.0,,0.0,,,,0.0,,-2.0,,0.0,1.0,1.0,2.0,0.0,0.0,,2098.0,48.0,1539.0,35.0,530.0,640.0,510.0,600.0,21.0,27.0,21.0,29.0,19.0,26.0,,,,
2017,51,232566,,2.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,0.0,,983.0,93.0,270.0,26.0,490.0,590.0,470.0,550.0,18.0,23.0,,,,,,,,
2017,51,232575,,,,,,,,,,,-2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2017,51,232609,,0.0,1.0,,0.0,,,,1.0,,-2.0,,0.0,1.0,1.0,1.0,2.0,2.0,,484.0,89.0,166.0,31.0,510.0,600.0,490.0,580.0,19.0,24.0,19.0,24.0,17.0,24.0,,,,
2017,51,232618,,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
