unitid,year,ftpt,fips,retention_rate,returning_students,prev_cohort,prev_exclusions,prev_cohort_adj
482556,2017,99,34,0.3,12.0,40.0,0.0,40.0
482565,2017,1,37,0.5,1.0,2.0,0.0,2.0
482565,2017,2,37,0.0,0.0,1.0,0.0,1.0
482565,2017,99,37,0.33,1.0,3.0,0.0,3.0
482574,2017,1,39,0.31,8.0,26.0,0.0,26.0
482574,2017,2,39,0.25,7.0,28.0,0.0,28.0
482574,2017,99,39,0.28,15.0,54.0,0.0,54.0
482583,2017,1,40,,0.0,0.0,0.0,0.0
482583,2017,2,40,0.0,0.0,2.0,0.0,2.0
482583,2017,99,40,0.0,0.0,2.0,0.0,2.0
482608,2017,1,42,0.6,3.0,5.0,0.0,5.0
482608,2017,2,42,0.33,3.0,9.0,0.0,9.0
482608,2017,99,42,0.43,6.0,14.0,0.0,14.0
482617,2017,1,47,,0.0,0.0,0.0,0.0
482617,2017,2,47,0.0,0.0,1.0,0.0,1.0
482617,2017,99,47,0.0,0.0,1.0,0.0,1.0
482635,2017,1,48,0.4,4.0,10.0,0.0,10.0
482635,2017,2,48,0.15,2.0,13.0,0.0,13.0
482635,2017,99,48,0.26,6.0,23.0,0.0,23.0
482653,2017,1,51,0.6,3.0,5.0,0.0,5.0
482653,2017,2,51,0.33,2.0,6.0,0.0,6.0
482653,2017,99,51,0.45,5.0,11.0,0.0,11.0
482680,2017,1,13,0.81,1358.0,1680.0,2.0,1678.0
482680,2017,2,13,0.59,22.0,37.0,0.0,37.0
482680,2017,99,13,0.8,1380.0,1717.0,2.0,1715.0
482699,2017,1,13,,0.0,0.0,0.0,0.0
482699,2017,2,13,,0.0,0.0,0.0,0.0
482699,2017,99,13,,0.0,0.0,0.0,0.0
482705,2017,1,25,,,,,
482705,2017,2,25,,,,,
482705,2017,99,25,,0.0,0.0,0.0,0.0
482927,2017,1,42,0.76,29.0,38.0,0.0,38.0
482927,2017,2,42,0.71,5.0,7.0,0.0,7.0
482927,2017,99,42,0.76,34.0,45.0,0.0,45.0
482936,2017,1,12,0.72,328.0,457.0,0.0,457.0
482936,2017,2,12,,0.0,0.0,0.0,0.0
482936,2017,99,12,0.72,328.0,457.0,0.0,457.0
482954,2017,1,48,,,,,
482954,2017,2,48,,,,,
482954,2017,99,48,,0.0,0.0,0.0,0.0
482963,2017,1,34,0.48,19.0,40.0,0.0,40.0
482963,2017,2,34,,,,,
482963,2017,99,34,0.48,19.0,40.0,0.0,40.0
482972,2017,1,48,,,,,
482972,2017,2,48,,,,,
482972,2017,99,48,,0.0,0.0,0.0,0.0
482981,2017,1,48,0.91,21.0,24.0,1.0,23.0
482981,2017,2,48,0.83,5.0,6.0,0.0,6.0
482981,2017,99,48,0.9,26.0,30.0,1.0,29.0
482990,2017,1,4,0.73,130.0,179.0,0.0,179.0
482990,2017,2,4,,,,,
482990,2017,99,4,0.73,130.0,179.0,0.0,179.0
483009,2017,1,6,0.75,141.0,187.0,0.0,187.0
483009,2017,2,6,,,,,
483009,2017,99,6,0.75,141.0,187.0,0.0,187.0
483018,2017,1,39,0.58,18.0,31.0,0.0,31.0
483018,2017,2,39,,,,,
483018,2017,99,39,0.58,18.0,31.0,0.0,31.0
483036,2017,1,48,,,,,
483036,2017,2,48,,,,,
483036,2017,99,48,,0.0,0.0,0.0,0.0
483045,2017,1,13,0.56,336.0,599.0,0.0,599.0
483045,2017,2,13,0.48,473.0,984.0,0.0,984.0
483045,2017,99,13,0.51,809.0,1583.0,0.0,1583.0
483054,2017,1,42,0.69,11.0,16.0,0.0,16.0
483054,2017,2,42,,,,,
483054,2017,99,42,0.69,11.0,16.0,0.0,16.0
483106,2017,1,34,0.85,17.0,20.0,0.0,20.0
483106,2017,2,34,0.5,1.0,2.0,0.0,2.0
483106,2017,99,34,0.82,18.0,22.0,0.0,22.0
483124,2017,1,4,0.73,817.0,1114.0,2.0,1112.0
483124,2017,2,4,0.5,290.0,590.0,11.0,579.0
483124,2017,99,4,0.65,1107.0,1704.0,13.0,1691.0
483212,2017,1,22,0.46,212.0,456.0,0.0,456.0
483212,2017,2,22,0.27,58.0,212.0,0.0,212.0
483212,2017,99,22,0.4,270.0,668.0,0.0,668.0
483221,2017,1,6,0.93,42.0,45.0,0.0,45.0
483221,2017,2,6,,,,,
483221,2017,99,6,0.93,42.0,45.0,0.0,45.0
483230,2017,1,6,,,,,
483230,2017,2,6,,,,,
483230,2017,99,6,,0.0,0.0,0.0,0.0
483258,2017,1,17,0.0,0.0,1.0,0.0,1.0
483258,2017,2,17,,,,,
483258,2017,99,17,0.0,0.0,1.0,0.0,1.0
483276,2017,1,40,0.87,20.0,23.0,0.0,23.0
483276,2017,2,40,,,,,
483276,2017,99,40,0.87,20.0,23.0,0.0,23.0
483319,2017,1,48,0.7,51.0,73.0,0.0,73.0
483319,2017,2,48,0.6,3.0,5.0,0.0,5.0
483319,2017,99,48,0.69,54.0,78.0,0.0,78.0
483328,2017,1,17,0.95,21.0,22.0,0.0,22.0
483328,2017,2,17,0.6,3.0,5.0,0.0,5.0
483328,2017,99,17,0.89,24.0,27.0,0.0,27.0
483337,2017,1,45,0.86,18.0,21.0,0.0,21.0
483337,2017,2,45,0.67,4.0,6.0,0.0,6.0
483337,2017,99,45,0.81,22.0,27.0,0.0,27.0
483346,2017,1,42,1.0,1.0,1.0,0.0,1.0
483346,2017,2,42,1.0,2.0,2.0,0.0,2.0
483346,2017,99,42,1.0,3.0,3.0,0.0,3.0
483355,2017,1,22,0.7,26.0,37.0,0.0,37.0
483355,2017,2,22,,,,,
483355,2017,99,22,0.7,26.0,37.0,0.0,37.0
483364,2017,1,22,0.86,30.0,35.0,0.0,35.0
483364,2017,2,22,,,,,
483364,2017,99,22,0.86,30.0,35.0,0.0,35.0
483373,2017,1,6,0.87,13.0,15.0,0.0,15.0
483373,2017,2,6,,,,,
483373,2017,99,6,0.87,13.0,15.0,0.0,15.0
483382,2017,1,36,0.92,88.0,96.0,0.0,96.0
483382,2017,2,36,,,,,
483382,2017,99,36,0.92,88.0,96.0,0.0,96.0
483425,2017,1,37,1.0,5.0,5.0,0.0,5.0
483425,2017,2,37,,,,,
483425,2017,99,37,1.0,5.0,5.0,0.0,5.0
483443,2017,1,6,0.95,35.0,37.0,0.0,37.0
483443,2017,2,6,,,,,
483443,2017,99,6,0.95,35.0,37.0,0.0,37.0
483470,2017,1,12,0.81,22.0,27.0,0.0,27.0
483470,2017,2,12,,,,,
483470,2017,99,12,0.81,22.0,27.0,0.0,27.0
483504,2017,1,26,0.64,92.0,144.0,0.0,144.0
483504,2017,2,26,,,,,
483504,2017,99,26,0.64,92.0,144.0,0.0,144.0
483513,2017,1,48,0.73,11.0,15.0,0.0,15.0
483513,2017,2,48,,,,,
483513,2017,99,48,0.73,11.0,15.0,0.0,15.0
483559,2017,1,48,0.81,13.0,16.0,0.0,16.0
483559,2017,2,48,,,,,
483559,2017,99,48,0.81,13.0,16.0,0.0,16.0
483568,2017,1,44,0.65,41.0,63.0,0.0,63.0
483568,2017,2,44,,,,,
483568,2017,99,44,0.65,41.0,63.0,0.0,63.0
483577,2017,1,47,1.0,2.0,2.0,0.0,2.0
483577,2017,2,47,1.0,7.0,7.0,0.0,7.0
483577,2017,99,47,1.0,9.0,9.0,0.0,9.0
483610,2017,1,6,0.81,17.0,21.0,0.0,21.0
483610,2017,2,6,,,,,
483610,2017,99,6,0.81,17.0,21.0,0.0,21.0
483638,2017,1,13,0.83,15.0,18.0,0.0,18.0
483638,2017,2,13,0.75,3.0,4.0,0.0,4.0
483638,2017,99,13,0.82,18.0,22.0,0.0,22.0
483647,2017,1,39,0.82,14.0,17.0,0.0,17.0
483647,2017,2,39,,,,,
483647,2017,99,39,0.82,14.0,17.0,0.0,17.0
483665,2017,1,40,0.94,16.0,17.0,0.0,17.0
483665,2017,2,40,,,,,
483665,2017,99,40,0.94,16.0,17.0,0.0,17.0
483708,2017,1,36,1.0,47.0,47.0,0.0,47.0
483708,2017,2,36,,,,,
483708,2017,99,36,1.0,47.0,47.0,0.0,47.0
483717,2017,1,40,0.0,0.0,1.0,0.0,1.0
483717,2017,2,40,,,,,
483717,2017,99,40,0.0,0.0,1.0,0.0,1.0
483726,2017,1,51,1.0,8.0,8.0,0.0,8.0
483726,2017,2,51,0.83,15.0,18.0,0.0,18.0
483726,2017,99,51,0.88,23.0,26.0,0.0,26.0
483735,2017,1,48,0.71,12.0,17.0,0.0,17.0
483735,2017,2,48,0.63,5.0,8.0,0.0,8.0
483735,2017,99,48,0.68,17.0,25.0,0.0,25.0
483744,2017,1,47,0.89,8.0,9.0,0.0,9.0
483744,2017,2,47,,,,,
483744,2017,99,47,0.89,8.0,9.0,0.0,9.0
483753,2017,1,42,0.48,10.0,21.0,0.0,21.0
483753,2017,2,42,0.5,1.0,2.0,0.0,2.0
483753,2017,99,42,0.48,11.0,23.0,0.0,23.0
483780,2017,1,51,0.33,1.0,3.0,0.0,3.0
483780,2017,2,51,,0.0,0.0,0.0,0.0
483780,2017,99,51,0.33,1.0,3.0,0.0,3.0
483799,2017,1,55,,,,,
483799,2017,2,55,,,,,
483799,2017,99,55,,0.0,0.0,0.0,0.0
483805,2017,1,51,,,,,
483805,2017,2,51,,,,,
483805,2017,99,51,,0.0,0.0,0.0,0.0
483814,2017,1,51,,0.0,0.0,0.0,0.0
483814,2017,2,51,0.8,16.0,20.0,0.0,20.0
483814,2017,99,51,0.8,16.0,20.0,0.0,20.0
483823,2017,1,42,0.72,126.0,176.0,2.0,174.0
483823,2017,2,42,,,,,
483823,2017,99,42,0.72,126.0,176.0,2.0,174.0
483841,2017,1,36,1.0,13.0,13.0,0.0,13.0
483841,2017,2,36,,,,,
483841,2017,99,36,1.0,13.0,13.0,0.0,13.0
483850,2017,1,36,0.75,3.0,4.0,0.0,4.0
483850,2017,2,36,,,,,
483850,2017,99,36,0.75,3.0,4.0,0.0,4.0
483869,2017,1,12,0.97,59.0,111.0,50.0,61.0
483869,2017,2,12,,,,,
483869,2017,99,12,0.97,59.0,111.0,50.0,61.0
483878,2017,1,6,0.78,18.0,23.0,0.0,23.0
483878,2017,2,6,,,,,
483878,2017,99,6,0.78,18.0,23.0,0.0,23.0
483887,2017,1,47,,,,,
483887,2017,2,47,,,,,
483887,2017,99,47,,0.0,0.0,0.0,0.0
483896,2017,1,12,1.0,4.0,4.0,0.0,4.0
483896,2017,2,12,1.0,7.0,7.0,0.0,7.0
483896,2017,99,12,1.0,11.0,11.0,0.0,11.0
483902,2017,1,12,1.0,4.0,4.0,0.0,4.0
483902,2017,2,12,,,,,
483902,2017,99,12,1.0,4.0,4.0,0.0,4.0
483911,2017,1,17,1.0,2.0,2.0,0.0,2.0
483911,2017,2,17,,,,,
483911,2017,99,17,1.0,2.0,2.0,0.0,2.0
483920,2017,1,39,0.71,53.0,75.0,0.0,75.0
483920,2017,2,39,,0.0,0.0,0.0,0.0
483920,2017,99,39,0.71,53.0,75.0,0.0,75.0
483939,2017,1,22,0.56,5.0,9.0,0.0,9.0
483939,2017,2,22,,,,,
483939,2017,99,22,0.56,5.0,9.0,0.0,9.0
483948,2017,1,22,0.86,6.0,7.0,0.0,7.0
483948,2017,2,22,1.0,3.0,3.0,0.0,3.0
483948,2017,99,22,0.9,9.0,10.0,0.0,10.0
483957,2017,1,6,1.0,6.0,6.0,0.0,6.0
483957,2017,2,6,,,,,
483957,2017,99,6,1.0,6.0,6.0,0.0,6.0
483984,2017,1,17,0.69,22.0,32.0,0.0,32.0
483984,2017,2,17,,0.0,0.0,0.0,0.0
483984,2017,99,17,0.69,22.0,32.0,0.0,32.0
484002,2017,1,6,0.8,43.0,54.0,0.0,54.0
484002,2017,2,6,0.81,13.0,16.0,0.0,16.0
484002,2017,99,6,0.8,56.0,70.0,0.0,70.0
484011,2017,1,36,0.87,20.0,23.0,0.0,23.0
484011,2017,2,36,0.5,4.0,8.0,0.0,8.0
484011,2017,99,36,0.77,24.0,31.0,0.0,31.0
484020,2017,1,37,0.75,15.0,20.0,0.0,20.0
484020,2017,2,37,0.81,17.0,21.0,0.0,21.0
484020,2017,99,37,0.78,32.0,41.0,0.0,41.0
484039,2017,1,12,0.5,1.0,2.0,0.0,2.0
484039,2017,2,12,,,,,
484039,2017,99,12,0.5,1.0,2.0,0.0,2.0
484048,2017,1,48,1.0,3.0,3.0,0.0,3.0
484048,2017,2,48,,,,,
484048,2017,99,48,1.0,3.0,3.0,0.0,3.0
484057,2017,1,25,1.0,30.0,30.0,0.0,30.0
484057,2017,2,25,1.0,70.0,70.0,0.0,70.0
484057,2017,99,25,1.0,100.0,100.0,0.0,100.0
484066,2017,1,21,0.86,54.0,63.0,0.0,63.0
484066,2017,2,21,,,,,
484066,2017,99,21,0.86,54.0,63.0,0.0,63.0
484075,2017,1,12,0.71,17.0,24.0,0.0,24.0
484075,2017,2,12,0.43,3.0,7.0,0.0,7.0
484075,2017,99,12,0.65,20.0,31.0,0.0,31.0
484084,2017,1,17,0.57,4.0,7.0,0.0,7.0
484084,2017,2,17,0.86,6.0,7.0,0.0,7.0
484084,2017,99,17,0.71,10.0,14.0,0.0,14.0
484093,2017,1,26,0.5,1.0,2.0,0.0,2.0
484093,2017,2,26,,0.0,0.0,0.0,0.0
484093,2017,99,26,0.5,1.0,2.0,0.0,2.0
484109,2017,1,18,0.83,5.0,6.0,0.0,6.0
484109,2017,2,18,,,,,
484109,2017,99,18,0.83,5.0,6.0,0.0,6.0
484118,2017,1,26,0.25,1.0,4.0,0.0,4.0
484118,2017,2,26,0.0,0.0,1.0,0.0,1.0
484118,2017,99,26,0.2,1.0,5.0,0.0,5.0
484127,2017,1,9,0.81,26.0,32.0,0.0,32.0
484127,2017,2,9,,,,,
484127,2017,99,9,0.81,26.0,32.0,0.0,32.0
484136,2017,1,48,0.33,1.0,4.0,1.0,3.0
484136,2017,2,48,,,,,
484136,2017,99,48,0.33,1.0,4.0,1.0,3.0
484154,2017,1,48,1.0,30.0,30.0,0.0,30.0
484154,2017,2,48,,,,,
484154,2017,99,48,1.0,30.0,30.0,0.0,30.0
484163,2017,1,4,,,,,
484163,2017,2,4,,,,,
484163,2017,99,4,,0.0,0.0,0.0,0.0
484172,2017,1,12,,,,,
484172,2017,2,12,,,,,
484172,2017,99,12,,0.0,0.0,0.0,0.0
484190,2017,1,22,0.67,2.0,3.0,0.0,3.0
484190,2017,2,22,,,,,
484190,2017,99,22,0.67,2.0,3.0,0.0,3.0
484206,2017,1,6,1.0,1.0,1.0,0.0,1.0
484206,2017,2,6,1.0,5.0,5.0,0.0,5.0
484206,2017,99,6,1.0,6.0,6.0,0.0,6.0
484233,2017,1,6,,0.0,0.0,0.0,0.0
484233,2017,2,6,,0.0,0.0,0.0,0.0
484233,2017,99,6,,0.0,0.0,0.0,0.0
484303,2017,1,53,,,,,
484303,2017,2,53,1.0,1.0,1.0,0.0,1.0
484303,2017,99,53,1.0,1.0,1.0,0.0,1.0
484321,2017,1,34,0.63,5.0,8.0,0.0,8.0
484321,2017,2,34,0.0,0.0,1.0,0.0,1.0
484321,2017,99,34,0.56,5.0,9.0,0.0,9.0
484330,2017,1,21,0.77,10.0,13.0,0.0,13.0
484330,2017,2,21,,,,,
484330,2017,99,21,0.77,10.0,13.0,0.0,13.0
484349,2017,1,18,0.66,25.0,38.0,0.0,38.0
484349,2017,2,18,,,,,
484349,2017,99,18,0.66,25.0,38.0,0.0,38.0
484358,2017,1,47,0.79,81.0,103.0,0.0,103.0
484358,2017,2,47,,,,,
484358,2017,99,47,0.79,81.0,103.0,0.0,103.0
484367,2017,1,6,0.79,115.0,146.0,0.0,146.0
484367,2017,2,6,,,,,
484367,2017,99,6,0.79,115.0,146.0,0.0,146.0
484376,2017,1,6,0.78,118.0,152.0,0.0,152.0
484376,2017,2,6,,,,,
484376,2017,99,6,0.78,118.0,152.0,0.0,152.0
484385,2017,1,36,0.79,46.0,58.0,0.0,58.0
484385,2017,2,36,0.62,21.0,34.0,0.0,34.0
484385,2017,99,36,0.73,67.0,92.0,0.0,92.0
484394,2017,1,49,,0.0,0.0,0.0,0.0
484394,2017,2,49,,0.0,0.0,0.0,0.0
484394,2017,99,49,,0.0,0.0,0.0,0.0
484473,2017,1,12,0.86,345.0,402.0,0.0,402.0
484473,2017,2,12,0.71,48.0,68.0,0.0,68.0
484473,2017,99,12,0.84,393.0,470.0,0.0,470.0
484604,2017,1,48,0.69,105.0,152.0,0.0,152.0
484604,2017,2,48,0.43,49.0,115.0,0.0,115.0
484604,2017,99,48,0.58,154.0,267.0,0.0,267.0
484613,2017,1,4,0.27,663.0,2500.0,0.0,2500.0
484613,2017,2,4,,,,,
484613,2017,99,4,0.27,663.0,2500.0,0.0,2500.0
484622,2017,1,5,,,,,
484622,2017,2,5,,,,,
484622,2017,99,5,,0.0,0.0,0.0,0.0
484631,2017,1,6,0.43,23.0,54.0,0.0,54.0
484631,2017,2,6,,,,,
484631,2017,99,6,0.43,23.0,54.0,0.0,54.0
484640,2017,1,8,0.0,0.0,1.0,0.0,1.0
484640,2017,2,8,,,,,
484640,2017,99,8,0.0,0.0,1.0,0.0,1.0
484668,2017,1,12,0.5,1.0,2.0,0.0,2.0
484668,2017,2,12,,,,,
484668,2017,99,12,0.5,1.0,2.0,0.0,2.0
484677,2017,1,13,0.33,2.0,6.0,0.0,6.0
484677,2017,2,13,,,,,
484677,2017,99,13,0.33,2.0,6.0,0.0,6.0
484686,2017,1,22,,,,,
484686,2017,2,22,,,,,
484686,2017,99,22,,0.0,0.0,0.0,0.0
484695,2017,1,26,,0.0,0.0,0.0,0.0
484695,2017,2,26,,,,,
484695,2017,99,26,,0.0,0.0,0.0,0.0
484701,2017,1,29,,,,,
484701,2017,2,29,,,,,
484701,2017,99,29,,0.0,0.0,0.0,0.0
484710,2017,1,32,0.0,0.0,2.0,0.0,2.0
484710,2017,2,32,,,,,
484710,2017,99,32,0.0,0.0,2.0,0.0,2.0
484729,2017,1,37,0.25,1.0,4.0,0.0,4.0
484729,2017,2,37,,,,,
484729,2017,99,37,0.25,1.0,4.0,0.0,4.0
484738,2017,1,40,,,,,
484738,2017,2,40,,,,,
484738,2017,99,40,,0.0,0.0,0.0,0.0
484747,2017,1,47,,,,,
484747,2017,2,47,,,,,
484747,2017,99,47,,0.0,0.0,0.0,0.0
484756,2017,1,48,0.32,8.0,25.0,0.0,25.0
484756,2017,2,48,,,,,
484756,2017,99,48,0.32,8.0,25.0,0.0,25.0
484765,2017,1,51,0.0,0.0,1.0,0.0,1.0
484765,2017,2,51,,,,,
484765,2017,99,51,0.0,0.0,1.0,0.0,1.0
484783,2017,1,42,0.33,1.0,3.0,0.0,3.0
484783,2017,2,42,,,,,
484783,2017,99,42,0.33,1.0,3.0,0.0,3.0
484826,2017,1,53,0.66,33.0,50.0,0.0,50.0
484826,2017,2,53,,,,,
484826,2017,99,53,0.66,33.0,50.0,0.0,50.0
484835,2017,1,72,1.0,7.0,7.0,0.0,7.0
484835,2017,2,72,,,,,
484835,2017,99,72,1.0,7.0,7.0,0.0,7.0
484844,2017,1,6,0.96,135.0,141.0,0.0,141.0
484844,2017,2,6,,,,,
484844,2017,99,6,0.96,135.0,141.0,0.0,141.0
484871,2017,1,36,0.92,34.0,37.0,0.0,37.0
484871,2017,2,36,,,,,
484871,2017,99,36,0.92,34.0,37.0,0.0,37.0
484899,2017,1,4,0.84,118.0,140.0,0.0,140.0
484899,2017,2,4,,,,,
484899,2017,99,4,0.84,118.0,140.0,0.0,140.0
484905,2017,1,48,0.77,196.0,256.0,0.0,256.0
484905,2017,2,48,0.58,14.0,24.0,0.0,24.0
484905,2017,99,48,0.75,210.0,280.0,0.0,280.0
484923,2017,1,51,,,,,
484923,2017,2,51,,,,,
484923,2017,99,51,,0.0,0.0,0.0,0.0
484932,2017,1,54,0.44,152.0,348.0,0.0,348.0
484932,2017,2,54,0.39,34.0,88.0,0.0,88.0
484932,2017,99,54,0.43,186.0,436.0,0.0,436.0
484950,2017,1,41,0.7,14.0,20.0,0.0,20.0
484950,2017,2,41,,,,,
484950,2017,99,41,0.7,14.0,20.0,0.0,20.0
484978,2017,1,12,0.83,29.0,35.0,0.0,35.0
484978,2017,2,12,0.4,2.0,5.0,0.0,5.0
484978,2017,99,12,0.78,31.0,40.0,0.0,40.0
484996,2017,1,48,0.84,36.0,43.0,0.0,43.0
484996,2017,2,48,,,,,
484996,2017,99,48,0.84,36.0,43.0,0.0,43.0
485014,2017,1,36,0.55,32.0,58.0,0.0,58.0
485014,2017,2,36,,,,,
485014,2017,99,36,0.55,32.0,58.0,0.0,58.0
485032,2017,1,39,0.63,10.0,16.0,0.0,16.0
485032,2017,2,39,0.67,4.0,6.0,0.0,6.0
485032,2017,99,39,0.64,14.0,22.0,0.0,22.0
485111,2017,1,13,,0.0,0.0,0.0,0.0
485111,2017,2,13,,0.0,0.0,0.0,0.0
485111,2017,99,13,,0.0,0.0,0.0,0.0
485120,2017,1,13,0.85,22.0,26.0,0.0,26.0
485120,2017,2,13,0.0,0.0,4.0,0.0,4.0
485120,2017,99,13,0.73,22.0,30.0,0.0,30.0
485139,2017,1,17,0.46,32.0,69.0,0.0,69.0
485139,2017,2,17,,,,,
485139,2017,99,17,0.46,32.0,69.0,0.0,69.0
485166,2017,1,41,0.8,4.0,5.0,0.0,5.0
485166,2017,2,41,,,,,
485166,2017,99,41,0.8,4.0,5.0,0.0,5.0
485236,2017,1,42,0.95,36.0,38.0,0.0,38.0
485236,2017,2,42,0.85,17.0,20.0,0.0,20.0
485236,2017,99,42,0.91,53.0,58.0,0.0,58.0
485263,2017,1,6,0.86,12.0,14.0,0.0,14.0
485263,2017,2,6,,,,,
485263,2017,99,6,0.86,12.0,14.0,0.0,14.0
485272,2017,1,12,0.57,4.0,7.0,0.0,7.0
485272,2017,2,12,,0.0,0.0,0.0,0.0
485272,2017,99,12,0.57,4.0,7.0,0.0,7.0
485281,2017,1,48,,0.0,0.0,0.0,0.0
485281,2017,2,48,,0.0,0.0,0.0,0.0
485281,2017,99,48,,0.0,0.0,0.0,0.0
485306,2017,1,4,0.7,7.0,10.0,0.0,10.0
485306,2017,2,4,,,,,
485306,2017,99,4,0.7,7.0,10.0,0.0,10.0
485342,2017,1,12,1.0,14.0,14.0,0.0,14.0
485342,2017,2,12,,,,,
485342,2017,99,12,1.0,14.0,14.0,0.0,14.0
485351,2017,1,12,,,,,
485351,2017,2,12,,,,,
485351,2017,99,12,,0.0,0.0,0.0,0.0
485360,2017,1,48,1.0,1.0,1.0,0.0,1.0
485360,2017,2,48,,,,,
485360,2017,99,48,1.0,1.0,1.0,0.0,1.0
485379,2017,1,12,0.79,19.0,24.0,0.0,24.0
485379,2017,2,12,,,,,
485379,2017,99,12,0.79,19.0,24.0,0.0,24.0
485388,2017,1,12,0.81,26.0,32.0,0.0,32.0
485388,2017,2,12,,,,,
485388,2017,99,12,0.81,26.0,32.0,0.0,32.0
485397,2017,1,42,0.69,36.0,52.0,0.0,52.0
485397,2017,2,42,0.6,15.0,25.0,0.0,25.0
485397,2017,99,42,0.66,51.0,77.0,0.0,77.0
485412,2017,1,6,0.83,5.0,6.0,0.0,6.0
485412,2017,2,6,,,,,
485412,2017,99,6,0.83,5.0,6.0,0.0,6.0
485421,2017,1,72,0.61,30.0,49.0,0.0,49.0
485421,2017,2,72,0.56,5.0,9.0,0.0,9.0
485421,2017,99,72,0.6,35.0,58.0,0.0,58.0
485458,2017,1,13,0.53,63.0,120.0,0.0,120.0
485458,2017,2,13,0.55,138.0,250.0,0.0,250.0
485458,2017,99,13,0.54,201.0,370.0,0.0,370.0
485476,2017,1,53,0.75,15.0,20.0,0.0,20.0
485476,2017,2,53,,,,,
485476,2017,99,53,0.75,15.0,20.0,0.0,20.0
485485,2017,1,12,0.87,58.0,67.0,0.0,67.0
485485,2017,2,12,,,,,
485485,2017,99,12,0.87,58.0,67.0,0.0,67.0
485494,2017,1,6,1.0,25.0,25.0,0.0,25.0
485494,2017,2,6,,,,,
485494,2017,99,6,1.0,25.0,25.0,0.0,25.0
485500,2017,1,6,,,,,
485500,2017,2,6,,,,,
485500,2017,99,6,,0.0,0.0,0.0,0.0
485519,2017,1,6,,,,,
485519,2017,2,6,0.52,15.0,29.0,0.0,29.0
485519,2017,99,6,0.52,15.0,29.0,0.0,29.0
485528,2017,1,12,0.54,15.0,28.0,0.0,28.0
485528,2017,2,12,,,,,
485528,2017,99,12,0.54,15.0,28.0,0.0,28.0
485546,2017,1,6,,0.0,0.0,0.0,0.0
485546,2017,2,6,,0.0,0.0,0.0,0.0
485546,2017,99,6,,0.0,0.0,0.0,0.0
485564,2017,1,22,0.9,46.0,51.0,0.0,51.0
485564,2017,2,22,0.75,3.0,4.0,0.0,4.0
485564,2017,99,22,0.89,49.0,55.0,0.0,55.0
485573,2017,1,6,0.32,18.0,57.0,0.0,57.0
485573,2017,2,6,,,,,
485573,2017,99,6,0.32,18.0,57.0,0.0,57.0
485582,2017,1,44,0.84,42.0,50.0,0.0,50.0
485582,2017,2,44,0.78,21.0,27.0,0.0,27.0
485582,2017,99,44,0.82,63.0,77.0,0.0,77.0
485591,2017,1,5,0.13,3.0,23.0,0.0,23.0
485591,2017,2,5,0.0,0.0,1.0,0.0,1.0
485591,2017,99,5,0.13,3.0,24.0,0.0,24.0
485607,2017,1,9,0.55,6.0,11.0,0.0,11.0
485607,2017,2,9,0.5,5.0,10.0,0.0,10.0
485607,2017,99,9,0.52,11.0,21.0,0.0,21.0
485704,2017,1,5,,,,,
485704,2017,2,5,,,,,
485704,2017,99,5,,0.0,0.0,0.0,0.0
485731,2017,1,5,0.71,5.0,7.0,0.0,7.0
485731,2017,2,5,,,,,
485731,2017,99,5,0.71,5.0,7.0,0.0,7.0
485768,2017,1,12,0.9,56.0,65.0,3.0,62.0
485768,2017,2,12,0.86,6.0,10.0,3.0,7.0
485768,2017,99,12,0.9,62.0,75.0,6.0,69.0
485801,2017,1,36,0.95,38.0,40.0,0.0,40.0
485801,2017,2,36,,,,,
485801,2017,99,36,0.95,38.0,40.0,0.0,40.0
485810,2017,1,48,0.67,4.0,6.0,0.0,6.0
485810,2017,2,48,,,,,
485810,2017,99,48,0.67,4.0,6.0,0.0,6.0
485856,2017,1,42,1.0,1.0,1.0,0.0,1.0
485856,2017,2,42,,0.0,0.0,0.0,0.0
485856,2017,99,42,1.0,1.0,1.0,0.0,1.0
485874,2017,1,48,0.73,11.0,15.0,0.0,15.0
485874,2017,2,48,0.76,16.0,21.0,0.0,21.0
485874,2017,99,48,0.75,27.0,36.0,0.0,36.0
485908,2017,1,39,,,,,
485908,2017,2,39,,,,,
485908,2017,99,39,,0.0,0.0,0.0,0.0
485953,2017,1,48,0.72,28.0,39.0,0.0,39.0
485953,2017,2,48,,,,,
485953,2017,99,48,0.72,28.0,39.0,0.0,39.0
485962,2017,1,22,,0.0,0.0,0.0,0.0
485962,2017,2,22,,0.0,0.0,0.0,0.0
485962,2017,99,22,,0.0,0.0,0.0,0.0
485999,2017,1,36,0.71,17.0,24.0,0.0,24.0
485999,2017,2,36,,,,,
485999,2017,99,36,0.71,17.0,24.0,0.0,24.0
486017,2017,1,36,1.0,1.0,1.0,0.0,1.0
486017,2017,2,36,,,,,
486017,2017,99,36,1.0,1.0,1.0,0.0,1.0
486026,2017,1,36,0.84,16.0,19.0,0.0,19.0
486026,2017,2,36,,,,,
486026,2017,99,36,0.84,16.0,19.0,0.0,19.0
486053,2017,1,27,0.94,17.0,18.0,0.0,18.0
486053,2017,2,27,,,,,
486053,2017,99,27,0.94,17.0,18.0,0.0,18.0
486099,2017,1,6,0.63,20.0,32.0,0.0,32.0
486099,2017,2,6,,,,,
486099,2017,99,6,0.63,20.0,32.0,0.0,32.0
