year,unitid,reqt_test_scores,open_admissions_policy,reqt_hs_gpa,reqt_recommendations,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,sat_writing_25_pctl,sat_writing_75_pctl,act_writing_25_pctl,act_writing_75_pctl
2015,156125,Required,No,Required,Neither required nor recommended,79.0,7.0,1224.0,87.0,460.0,600.0,480.0,600.0,21.0,26.0,20.0,26.0,20.0,26.0,,,,
2015,156134,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156189,Required,No,Required,Recommended,11.0,6.0,171.0,94.0,430.0,520.0,460.0,480.0,19.0,24.0,17.0,30.0,17.0,23.0,410.0,550.0,7.0,8.0
2015,156213,Required,No,Required,Required,103.0,33.0,251.0,81.0,485.0,620.0,470.0,605.0,21.0,27.0,21.0,29.0,19.0,26.0,,,,
2015,156222,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156231,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156277,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156286,Required,No,Required,Required,143.0,20.0,654.0,92.0,495.0,590.0,500.0,610.0,22.0,27.0,21.0,26.0,22.0,28.0,,,,
2015,156295,Required,No,Required,Recommended,59.0,14.0,360.0,83.0,550.0,635.0,515.0,620.0,22.0,26.0,21.0,27.0,20.0,25.0,500.0,605.0,,
2015,156310,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156338,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156356,Required,No,Required,Neither required nor recommended,12.0,7.0,131.0,86.0,420.0,502.0,457.0,480.0,19.0,24.0,18.0,24.0,19.0,26.0,,,,
2015,156365,Required,No,Required,Recommended,43.0,8.0,443.0,86.0,395.0,515.0,420.0,550.0,18.0,24.0,17.0,24.0,15.0,24.0,370.0,470.0,,
2015,156392,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156408,Required,No,Recommended,Required,70.0,19.0,305.0,82.0,540.0,660.0,570.0,740.0,26.0,31.0,27.0,33.0,25.0,30.0,,,,
2015,156417,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156426,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156444,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156471,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156541,Required,No,Required,Neither required nor recommended,78.0,18.0,387.0,89.0,430.0,540.0,450.0,550.0,19.0,25.0,19.0,26.0,18.0,25.0,,,,
2015,156620,Required,No,Required,Neither required nor recommended,114.0,4.0,2726.0,98.0,430.0,550.0,430.0,550.0,19.0,25.0,18.0,25.0,17.0,24.0,420.0,545.0,6.0,8.0
2015,156648,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156727,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156745,Required,No,Required,Neither required nor recommended,28.0,10.0,268.0,95.0,443.0,533.0,460.0,560.0,20.0,25.0,20.0,27.0,19.0,25.0,,,,
2015,156754,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156790,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156842,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156851,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156860,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156903,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156921,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156949,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,156967,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157021,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157030,Required,No,Required,Required,1.0,4.0,17.0,80.0,,,,,18.0,24.0,16.0,24.0,17.0,24.0,,,,
2015,157058,Required,No,Required,Neither required nor recommended,11.0,5.0,200.0,92.0,380.0,480.0,450.0,570.0,17.0,22.0,16.0,22.0,16.0,21.0,380.0,480.0,,
2015,157076,Required,No,Required,Neither required nor recommended,15.0,8.0,166.0,92.0,465.0,550.0,480.0,560.0,20.0,25.0,18.0,25.0,18.0,25.0,,,,
2015,157085,Required,No,Required,Required,908.0,17.0,4788.0,92.0,500.0,620.0,510.0,630.0,22.0,28.0,22.0,30.0,22.0,28.0,490.0,610.0,7.0,8.0
2015,157100,Required,No,Required,Required,30.0,22.0,108.0,78.0,400.0,500.0,420.0,540.0,19.0,23.0,17.0,23.0,17.0,23.0,370.0,510.0,,
2015,157207,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157216,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157270,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2015,157289,Required,No,Required,Neither required nor recommended,418.0,15.0,2792.0,99.0,490.0,620.0,510.0,620.0,22.0,29.0,23.0,30.0,22.0,28.0,470.0,590.0,7.0,8.0
2015,157298,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157304,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157331,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157377,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2015,157386,Required,No,Required,Neither required nor recommended,49.0,3.0,1412.0,96.0,430.0,550.0,420.0,550.0,20.0,25.0,19.0,26.0,17.0,24.0,388.0,520.0,,
2015,157401,Required,No,Required,Neither required nor recommended,103.0,7.0,1361.0,93.0,480.0,590.0,470.0,570.0,20.0,26.0,20.0,27.0,19.0,26.0,,,,
2015,157438,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157447,Required,No,Required,Recommended,244.0,11.0,2087.0,92.0,460.0,595.0,460.0,580.0,20.0,26.0,20.0,27.0,19.0,26.0,440.0,560.0,,
2015,157456,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157465,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157483,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157508,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157535,Required,No,Recommended,Neither required nor recommended,17.0,5.0,298.0,95.0,410.0,460.0,400.0,470.0,18.0,23.0,16.0,23.0,16.0,23.0,,,,
2015,157553,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157599,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157614,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157632,Required,No,Required,Neither required nor recommended,15.0,11.0,132.0,96.0,400.0,550.0,390.0,530.0,18.0,22.0,17.0,23.0,17.0,23.0,390.0,490.0,,
2015,157650,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157669,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157678,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157696,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157711,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157739,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157748,Required,No,Required,Required,38.0,24.0,95.0,60.0,480.0,590.0,420.0,570.0,20.0,26.0,20.0,27.0,16.0,24.0,,,,
2015,157757,Required,No,Required,Neither required nor recommended,16.0,8.0,192.0,98.0,,,480.0,600.0,18.0,23.0,17.0,24.0,17.0,23.0,,,,
2015,157766,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157793,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157809,Required,No,Required,Neither required nor recommended,35.0,13.0,259.0,94.0,400.0,490.0,420.0,510.0,20.0,24.0,19.0,24.0,19.0,25.0,,,,
2015,157818,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,157827,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157854,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,157863,Required,No,Required,Recommended,26.0,12.0,187.0,88.0,433.0,508.0,453.0,553.0,18.0,23.0,16.0,23.0,17.0,23.0,,,,
2015,157951,Required,No,Required,Neither required nor recommended,203.0,7.0,2946.0,94.0,430.0,580.0,440.0,570.0,19.0,26.0,18.0,26.0,19.0,27.0,,,,
2015,158088,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158158,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158246,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158325,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158334,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158343,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158352,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158431,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158440,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158477,Required,No,Required,Required,56.0,36.0,130.0,83.0,490.0,590.0,490.0,610.0,21.0,28.0,21.0,30.0,21.0,26.0,,,,
2015,158538,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158617,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158644,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158662,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158723,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158778,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158787,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,158802,Required,No,Required,Recommended,70.0,24.0,259.0,87.0,390.0,490.0,380.0,500.0,17.0,20.0,16.0,21.0,16.0,20.0,,,,
2015,158884,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159009,Required,No,Required,Neither required nor recommended,119.0,19.0,476.0,75.0,375.0,465.0,420.0,490.0,16.0,20.0,16.0,20.0,16.0,19.0,360.0,460.0,6.0,7.0
2015,159027,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159197,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159319,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159328,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159373,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159382,Required,No,Required,Neither required nor recommended,47.0,9.0,430.0,85.0,420.0,500.0,430.0,560.0,18.0,22.0,18.0,23.0,17.0,22.0,360.0,490.0,,
2015,159391,Required,No,Required,Neither required nor recommended,445.0,8.0,5159.0,92.0,510.0,620.0,510.0,640.0,23.0,28.0,23.0,30.0,22.0,27.0,,,,
2015,159407,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159416,Required,No,Required,Neither required nor recommended,6.0,2.0,341.0,96.0,460.0,520.0,470.0,500.0,20.0,24.0,18.0,23.0,21.0,25.0,,,,
2015,159513,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159522,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159531,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159568,Required,No,Required,Neither required nor recommended,5.0,2.0,202.0,95.0,480.0,490.0,380.0,470.0,18.0,23.0,17.0,23.0,17.0,23.0,440.0,470.0,,
2015,159601,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159638,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159647,Required,No,Recommended,Neither required nor recommended,61.0,3.0,1861.0,97.0,480.0,600.0,490.0,630.0,21.0,27.0,21.0,27.0,19.0,26.0,,,,
2015,159656,Required,No,Required,Required,282.0,43.0,474.0,72.0,520.0,620.0,480.0,610.0,22.0,28.0,23.0,31.0,20.0,26.0,,,,
2015,159717,Required,No,Required,Neither required nor recommended,74.0,5.0,1237.0,86.0,440.0,530.0,470.0,580.0,20.0,24.0,20.0,25.0,18.0,24.0,,,,
2015,159939,Required,No,Required,Neither required nor recommended,71.0,8.0,863.0,94.0,460.0,600.0,475.0,630.0,20.0,24.0,20.0,26.0,19.0,24.0,,,,
2015,159948,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,159966,Required,No,Required,Neither required nor recommended,23.0,2.0,1171.0,97.0,440.0,540.0,470.0,610.0,20.0,24.0,20.0,25.0,19.0,24.0,430.0,510.0,,
2015,159993,Required,No,Required,Neither required nor recommended,132.0,10.0,1203.0,92.0,450.0,558.0,510.0,660.0,20.0,25.0,21.0,27.0,19.0,25.0,440.0,550.0,,
2015,160010,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160029,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160038,Required,No,Required,Neither required nor recommended,77.0,6.0,1179.0,93.0,420.0,550.0,450.0,550.0,19.0,24.0,19.0,25.0,17.0,23.0,,,,
2015,160065,Recommended,No,Required,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2015,160074,Required,No,Required,Neither required nor recommended,0.0,0.0,86.0,91.0,,,,,20.0,23.0,19.0,24.0,18.0,24.0,,,,
2015,160117,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160126,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160135,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160199,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160320,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160409,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160445,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160472,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160481,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160524,Neither required nor recommended,No,Neither required nor recommended,Neither required nor recommended,,,,,,,,,,,,,,,,,,
2015,160533,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160579,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160597,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160612,Required,No,Required,Neither required nor recommended,0.0,0.0,2450.0,100.0,,,,,20.0,24.0,20.0,25.0,18.0,23.0,,,,
2015,160621,Required,No,Required,Neither required nor recommended,60.0,5.0,1140.0,94.0,415.0,495.0,420.0,510.0,17.0,21.0,17.0,21.0,16.0,21.0,410.0,500.0,2.0,6.0
2015,160630,Required,No,Required,Neither required nor recommended,6.0,3.0,205.0,97.0,360.0,390.0,245.0,480.0,15.0,18.0,18.0,19.0,15.0,18.0,260.0,460.0,,
2015,160649,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160658,Required,No,Required,Neither required nor recommended,133.0,4.0,3133.0,96.0,460.0,590.0,470.0,590.0,21.0,25.0,21.0,27.0,20.0,25.0,,,,
2015,160667,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160755,Required,No,Required,Required,670.0,39.0,1043.0,61.0,620.0,710.0,620.0,700.0,29.0,32.0,30.0,34.0,27.0,32.0,640.0,720.0,,
2015,160904,Required,No,Required,Required,189.0,28.0,581.0,85.0,450.0,550.0,420.0,560.0,20.0,26.0,20.0,26.0,18.0,25.0,420.0,540.0,,
2015,160913,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160940,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,160959,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2015,160977,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2015,160995,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161004,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2015,161022,Required,No,Recommended,Neither required nor recommended,3.0,100.0,0.0,0.0,470.0,730.0,390.0,580.0,,,,,,,,,,
2015,161077,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161086,Required,No,Recommended,Required,341.0,67.0,229.0,45.0,630.0,720.0,640.0,740.0,29.0,32.0,29.0,34.0,27.0,33.0,630.0,730.0,,
2015,161138,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161165,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161192,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161208,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161217,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161226,Neither required nor recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2015,161235,Required,No,Recommended,Recommended,92.0,76.0,7.0,6.0,400.0,480.0,400.0,500.0,15.0,19.0,13.0,18.0,17.0,22.0,380.0,480.0,,
2015,161244,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161253,Required,No,Recommended,Required,1904.0,93.0,303.0,15.0,480.0,600.0,480.0,610.0,21.0,28.0,,,,,460.0,578.0,,
2015,161280,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161299,Required,No,Required,Required,199.0,95.0,32.0,15.0,460.0,560.0,490.0,590.0,19.0,26.0,19.0,25.0,21.0,26.0,430.0,530.0,,
2015,161341,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,161457,Required,No,Required,Recommended,580.0,93.0,50.0,8.0,480.0,580.0,480.0,590.0,20.0,29.0,19.0,27.0,20.0,27.0,470.0,560.0,,
2015,161484,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161493,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161509,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,161518,Required,No,Required,Required,271.0,96.0,10.0,4.0,440.0,540.0,450.0,540.0,21.0,26.0,19.0,24.0,17.0,27.0,420.0,520.0,6.0,8.0
2015,161527,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161545,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161554,Required,No,Neither required nor recommended,Required,641.0,91.0,58.0,8.0,420.0,550.0,440.0,550.0,19.0,25.0,18.0,25.0,18.0,25.0,430.0,540.0,,
2015,161563,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,161572,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,161581,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161615,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161651,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161688,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161767,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161776,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161800,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161855,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161864,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,161873,Required,No,Required,Neither required nor recommended,127.0,90.0,17.0,12.0,445.0,550.0,420.0,530.0,18.0,23.0,15.0,24.0,18.0,23.0,425.0,530.0,,
2015,162007,Required,No,Required,Neither required nor recommended,561.0,95.0,30.0,5.0,410.0,490.0,400.0,470.0,15.0,20.0,14.0,17.0,16.0,19.0,390.0,470.0,6.0,8.0
2015,162061,Required,No,Required,Recommended,76.0,92.0,13.0,16.0,430.0,570.0,450.0,600.0,17.0,26.0,16.0,25.0,16.0,25.0,,,,
2015,162104,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162122,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162168,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162210,Required,No,Required,Required,51.0,36.0,16.0,11.0,340.0,470.0,360.0,460.0,14.0,21.0,14.0,23.0,15.0,25.0,350.0,490.0,,
2015,162283,Required,No,Required,Neither required nor recommended,192.0,74.0,26.0,10.0,400.0,470.0,410.0,500.0,16.0,20.0,16.0,23.0,15.0,21.0,,,,
2015,162335,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162371,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162557,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162584,Required,No,Required,Recommended,849.0,91.0,177.0,19.0,430.0,530.0,430.0,530.0,17.0,22.0,15.0,22.0,16.0,22.0,410.0,510.0,6.0,8.0
2015,162609,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162654,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,162681,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162690,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162706,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162760,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,162779,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162830,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,162928,Required,No,Required,Required,999.0,73.0,675.0,49.0,670.0,750.0,690.0,780.0,32.0,34.0,32.0,35.0,30.0,35.0,670.0,770.0,8.0,10.0
2015,162982,Unreported,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163028,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163046,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,163107,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163204,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163259,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163268,Required,No,Required,Required,1396.0,90.0,391.0,25.0,540.0,640.0,570.0,670.0,24.0,29.0,,,,,530.0,630.0,,
2015,163286,Required,No,Required,Recommended,3295.0,84.0,0.0,0.0,590.0,690.0,620.0,730.0,,,,,,,,,,
2015,163295,Required,No,Required,Required,370.0,90.0,41.0,10.0,520.0,650.0,480.0,630.0,,,,,,,500.0,630.0,,
2015,163338,Required,No,Required,Recommended,908.0,89.0,177.0,17.0,380.0,470.0,370.0,460.0,15.0,18.0,15.0,20.0,13.0,19.0,360.0,450.0,6.0,8.0
2015,163347,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163408,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163426,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163453,Required,No,Required,Required,933.0,80.0,232.0,20.0,400.0,480.0,400.0,490.0,16.0,19.0,14.0,19.0,16.0,19.0,,,,
2015,163462,Required,No,Required,Required,387.0,76.0,119.0,24.0,460.0,570.0,450.0,560.0,18.0,24.0,17.0,24.0,17.0,24.0,450.0,560.0,,
2015,163532,Recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2015,163541,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163578,Required,No,Required,Required,76.0,82.0,16.0,17.0,480.0,600.0,480.0,580.0,23.0,28.0,,,,,,,,
2015,163657,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163736,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163754,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163815,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163851,Recommended,No,Required,Recommended,,,,,,,,,,,,,,,,,,
2015,163912,Required,No,Required,Required,344.0,87.0,114.0,29.0,530.0,640.0,500.0,620.0,22.0,28.0,19.0,27.0,21.0,29.0,,,,
2015,163921,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,163976,Recommended,No,Recommended,Required,,,,,,,,,,,,,,,,,,
2015,164058,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164076,Required,No,Required,Recommended,2443.0,90.0,772.0,28.0,500.0,580.0,500.0,590.0,21.0,25.0,21.0,25.0,20.0,25.0,490.0,580.0,7.0,8.0
2015,164085,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164100,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164146,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164155,Required,No,Required,Required,918.0,77.0,872.0,73.0,570.0,680.0,610.0,700.0,,,25.0,33.0,26.0,32.0,,,,
2015,164173,Required,No,Required,Required,669.0,91.0,172.0,23.0,450.0,550.0,450.0,560.0,19.0,24.0,17.0,24.0,18.0,23.0,450.0,550.0,,
2015,164216,Recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,164270,Required,No,Required,Required,351.0,81.0,109.0,25.0,480.0,590.0,480.0,590.0,20.0,27.0,,,,,,,,
2015,164313,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164368,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164438,Unreported,Yes,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164447,Required,No,Required,Recommended,323.0,91.0,35.0,10.0,380.0,490.0,390.0,500.0,17.0,23.0,,,,,380.0,480.0,,
2015,164465,Required,No,Recommended,Required,252.0,53.0,235.0,49.0,680.0,773.0,680.0,780.0,31.0,34.0,32.0,35.0,29.0,34.0,680.0,770.0,,
2015,164474,Unreported,Unreported,Unreported,Unreported,,,,,,,,,,,,,,,,,,
2015,164492,Neither required nor recommended,No,Required,Required,,,,,,,,,,,,,,,,,,
2015,164535,Neither required nor recommended,No,Unreported,Unreported,,,,,,,,,,,,,,,,,,
